inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name,error
NV45YY3WDP4BP,95.0,"Matched brand 'Skittles', product 'Original', and size '2.17 oz'. Close match with alternate name.",Skittles,,SKITTLES ORIGINAL 2.17OZ 36CT,True,4000001160,"{'id': 'NV45YY3WDP4BP', 'name': 'Skittles'}",DC Grocery Cash & Carry,
K3WKA023HRSH4,95.0,"Matched brand 'Twizzlers', product 'Twists Strawberry Flavored Chewy Candy', and size '5 oz King Size Bag'. Alternate name aligned closely.",Twizzlers Twists Strawberry Flavored Chewy Candy | Low Fat | 5 Oz | King Size Bag,Twizzler king 5oz,TWIZZLERS KING SZ BAG15CT,True,3400053103,"{'id': 'K3WKA023HRSH4', 'name': 'Twizzlers Twists Strawberry Flavored Chewy Candy | Low Fat | 5 Oz | King Size Bag'}",DC Grocery Cash & Carry,
GVYHZ8ZRR0XHW,95.0,"Matched brand 'Starburst', product 'Fruit Chews', variant 'Original', and size '1.85 oz'. Alternate name closely aligned.",Starburst Fruit Chews | Original | Minis | Unwrapped,starburst mini 1.85oz,STARBURST MINIS ORIGINAL 24/1.85OZ,True,2200011591,"{'id': 'GVYHZ8ZRR0XHW', 'name': 'Starburst Fruit Chews | Original | Minis | Unwrapped'}",DC Grocery Cash & Carry,
QF5Y6BX2MK0W4,85.0,"Matched brand 'Wrigley's', product '5 Gum Rain Sugar Free', and size '15 sticks'. Alternate name provided a close match.",5 Gum Wrigley’s Five Rain Sugar Free 1,5 gum Rain 15s,WRIGLEY FIVE GUM 15 STICK COBALT 10CT,True,2200010506,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",DC Grocery Cash & Carry,
9,95.0,"Matched brand 'Jack Link's', product 'Beef Jerky Peppered', and size '1.25 oz'. Alternate name closely aligned.",,,JACK LINKS BEEF JERKEY PEPPERED 10/1.25O,True,1708287748,"{'id': 9, 'name': None}",DC Grocery Cash & Carry,
Q3E0WSTBV3YEA,95.0,"Matched brand 'Trident', product 'Tropical Twist', and size '14 Piece Pack'. Alternate name closely aligned.",Trident Tropical Twist Sugar Free Gum,Trident tropical 14s,TRIDENT WATERMELON TWIST 12CT,True,1254601112,"{'id': 'Q3E0WSTBV3YEA', 'name': 'Trident Tropical Twist Sugar Free Gum'}",DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the provided receipt item description.,,,YORK PEPPERMINT PATTIES 36CT,True,3400090330,,DC Grocery Cash & Carry,
9,85.0,"Matched brand 'Jack Link's', product 'Beef Jerky', flavor 'Sweet & Hot', and size '1.25 oz'. Alternate name closely aligned.",,,JACK LINKS BEEF JERKEY SWEET&H 10/1.25OZ,True,1708287731,"{'id': 9, 'name': None}",DC Grocery Cash & Carry,
9,85.0,"Matched brand 'Jack Link's', product 'Beef Jerky Teriyaki', and size '1.25 oz'. Alternate name partially aligned.",,,JACK LINKS BEEF JERKEY TERIYAK 10/1.25OZ,True,1708287750,"{'id': 9, 'name': None}",DC Grocery Cash & Carry,
5JMFD7Q4ZRSB6,95.0,"Matched brand 'Wrigley's', product 'Juicy Fruit', and size '.50P PD 5 STICK/40CT'. Alternate name closely aligned.",Wrigley's Juicy Fruit Single,juicy fruit 5s,WRIGLEY JUICY FRIUT .50P PD 5 STICK/40CT,True,2200029325,"{'id': '5JMFD7Q4ZRSB6', 'name': ""Wrigley's Juicy Fruit Single""}",DC Grocery Cash & Carry,
0A7W7Z22A2JYR,95.0,"Matched brand 'Trident', product 'Bubblegum', and size '12/12CT'. Closest match based on flavor and pack size.",Trident Bubblegum Sugar Free Gum | 14 Piece Pack,Trident bobble 14s,TRIDENT BUBBLE GUM 12/12CT,True,1254601143,"{'id': '0A7W7Z22A2JYR', 'name': 'Trident Bubblegum Sugar Free Gum | 14 Piece Pack'}",DC Grocery Cash & Carry,
92,95.0,"Matched brand 'Mr. Goodbar', product '1.75oz', and count '36CT'. Close match with slight variation in size.",,,MR. GOODBAR 1.72OZ 36CT,True,3400024300,"{'id': 92, 'name': None}",DC Grocery Cash & Carry,
,0.0,No reasonable match found for 'ORBIT GUM SPEARMINT 12CT' in the available inventory items.,,,ORBIT GUM SPEARMINT 12CT,True,2200011484,,DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the provided receipt item description.,,,NESTLE CHUNKY 24CT,True,2800021503,,DC Grocery Cash & Carry,
E7KHB5M55T6VA,95.0,"Matched brand 'Hershey's', product 'Milk Chocolate With Whole Almonds', and size '41g'. Alternate name closely aligned.",Hershey's Milk Chocolate With Whole Almonds,Hersheys milk whl almond 41g,HERSHEYS ALMOND JOY BAR 36/1.76OZ,True,3400090320,"{'id': 'E7KHB5M55T6VA', 'name': ""Hershey's Milk Chocolate With Whole Almonds""}",DC Grocery Cash & Carry,
4,95.0,"Matched brand 'Slim Jim', product 'Snack Stick', flavor 'Original', and size '0.97 oz'. Alternate name closely aligned.",,,SLIM JIM GIANT ORIGINAL 24/.97OZ .,True,2620011705,"{'id': 4, 'name': None}",DC Grocery Cash & Carry,
9,85.0,"Matched brand 'Jack Link's', product 'Beef Jerky Original', and size '1.25 oz'. Alternate name partially aligned.",,,JACK LINKS BEEF JERKEY ORIGINAL10/1.25O,True,1708287746,"{'id': 9, 'name': None}",DC Grocery Cash & Carry,
,0.0,"No reasonable match found based on brand, product, size, or variant.",,,WRIGLEY EXTRA PEPPERMINT 15STK/10CT,True,2200015952,,DC Grocery Cash & Carry,
EZ27TG00GWSTR,95.0,"Matched brand 'Dentyne Ice', product 'Peppermint Sugar Free Gum', and size '16 Ct Pack'. Alternate name closely aligned.",Dentyne Ice Peppermint Sugar Free Gum,Dentyne peppermint 16p,DENTYNE ICE PEPPERMINT 9/16CT,True,1254609728,"{'id': 'EZ27TG00GWSTR', 'name': 'Dentyne Ice Peppermint Sugar Free Gum'}",DC Grocery Cash & Carry,
SSWHFVXWCCCPE,85.0,"Matched brand 'Wrigley', product 'Winterfresh Gum', and size '40ct'. Alternate name aligned closely.",Wrigley S Winterfresh 50c Gum 40ct,winter fresh 5s,WRIGLEY DOUBLEMINT .50 PPD 5 STK 20/40CT,True,2200029322,"{'id': 'SSWHFVXWCCCPE', 'name': 'Wrigley S Winterfresh 50c Gum 40ct'}",DC Grocery Cash & Carry,
HR6MDSS7ST4M6,100.0,"Matched brand 'Kit Kat', product 'King Size', and quantity '24CT'. Exact match found in both name and alternate name.",Kit Kat King,,KIT KAT BAR KING SIZE 24CT,True,3400022600,"{'id': 'HR6MDSS7ST4M6', 'name': 'Kit Kat King'}",DC Grocery Cash & Carry,
,0.0,"No reasonable match found based on brand, product name, size, or variant.",,,WRIGLEY EXTRA POLAR ICE 15 STICK 10CT,True,2200015953,,DC Grocery Cash & Carry,
,0.0,"No reasonable match found based on brand, product name, size, or variant.",,,WRIGLEY EXTRA SMOOTH MINT 15STK/10CT,True,2200012152,,DC Grocery Cash & Carry,
1755,85.0,"Matched brand 'Snickers', product 'Full Size Chocolate Candy Bar', and size '1.86 oz'. Alternate name closely aligned.",,,SNICKERS 48CT,True,4000051426,"{'id': 1755, 'name': None}",DC Grocery Cash & Carry,
1755,85.0,"Matched brand 'Snickers', product 'Full Size Chocolate Candy Bar', and size '1.86 oz'. Alternate name closely aligned.",,,SNICKERS 48CT,True,4000052431,"{'id': 1755, 'name': None}",DC Grocery Cash & Carry,
D9WV0EAYRE3BM,95.0,"Matched brand 'Haribo', product 'Gold Bears Sour Gummi Candy', and size '4.5 oz'. Alternate name closely aligned.",Haribo Gold Bears Sour Gummi Candy 4.5 Oz Peg Bag,HARIBO gold sour4.5oz,HARIBO PEG BAG SOUR GOLD BEARS 12/4.5 OZ,True,4223831220,"{'id': 'D9WV0EAYRE3BM', 'name': 'Haribo Gold Bears Sour Gummi Candy 4.5 Oz Peg Bag'}",DC Grocery Cash & Carry,
AA36EGA9DHPXC,95.0,"Matched brand 'Altoids', product 'Peppermint', and size '1.76 oz'. Close match with alternate name.",Altoids peppermint 1.76oz,Altoids peppermint .37oz,ALTOIDS PEPPERMINT 12/1.76OZ,True,2200015892,"{'id': 'AA36EGA9DHPXC', 'name': 'Altoids peppermint 1.76oz'}",DC Grocery Cash & Carry,
XEXNCFF4NKWHP,95.0,"Matched brand 'Eclipse', product 'Peppermint', and size '18 Piece'. Alternate name closely aligned.",Eclipse Peppermint Sugar Free Chewing Gum | Single Pack | 18 Piece,eclipse pepper 18s,ECLIPSE GUM 18 PC PEPPERMINT 8CT,True,2200011944,"{'id': 'XEXNCFF4NKWHP', 'name': 'Eclipse Peppermint Sugar Free Chewing Gum | Single Pack | 18 Piece'}",DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the provided receipt item description.,,,LIFESAVERS ROLL MINTS PEPOMINT .84OZ 20C,True,1900008065,,DC Grocery Cash & Carry,
0190YVVMMHPYJ,85.0,"Matched product 'Fruit Gushers', size '42CT', and no alternate name available.",Fruit Gushers Tropical 4.25oz,,FRUIT GUSHERS 42CT,True,1600014698,"{'id': '0190YVVMMHPYJ', 'name': 'Fruit Gushers Tropical 4.25oz'}",DC Grocery Cash & Carry,
7,85.0,"Matched brand 'Nature Valley', product 'Oats 'n Dark Chocolate', and size '1.5 oz'. Alternate name aligned closely.",,,NATURE VALLEY OATS&DARK CHOC18/1.5OZ,True,1600031261,"{'id': 7, 'name': None}",DC Grocery Cash & Carry,
,,,,,BULLS BIGGEST SNACK STICK BOX/24CT,False,72796850030,,DC Grocery Cash & Carry,No candidates found for receipt item: BULLS BIGGEST SNACK STICK BOX/24CT
,0.0,No reasonable match found based on the provided receipt item description.,,,WRIGLEY FIVE GUM 15 STICK RAIN 10CT,True,6490020838,,DC Grocery Cash & Carry,
4SYD0MP3JB34R,95.0,"Matched brand 'Nature Valley', product 'Trail Mix Fruit & Nut', and size '1.2 oz'. Alternate name closely aligned.",Nature Valley Trail Mix Fruit & Nut Chewy Granola Bar 1.2 Oz,NV Fruit & Nut Trail Mix,NATURE VALL TRAIL MIX FRUIT&NUT 16/1.2OZ,True,1600015120,"{'id': '4SYD0MP3JB34R', 'name': 'Nature Valley Trail Mix Fruit & Nut Chewy Granola Bar 1.2 Oz'}",DC Grocery Cash & Carry,
SVHJR5EKRRWVG,95.0,"Matched brand 'David', product 'Original Sunflower Seed', and quantity '36 CT'.",David Orig. Sunflower Seed,,DAVID ORIG SUNFLWR SEED 36 CT,True,2620001215,"{'id': 'SVHJR5EKRRWVG', 'name': 'David Orig. Sunflower Seed'}",DC Grocery Cash & Carry,
,0.0,No reasonable match found based on available inventory items.,,,HI CHEW FRUIT MIX PEG BAG 6/3.53OZ,True,10857983004337,,DC Grocery Cash & Carry,
7MEBN52YVAME6,95.0,"Matched brand 'Altoids', product 'Wintergreen Mints', and size '.37 oz'. Alternate name closely matches.",Altoids wintergren .37oz,Altoids wintergren .37oz,ALTOIDS MINTS SMALLS WINTERGREEN .37OZ 9,True,2200010905,"{'id': '7MEBN52YVAME6', 'name': 'Altoids wintergren .37oz'}",DC Grocery Cash & Carry,
TV1VP5BZWBHCA,85.0,"Matched brand 'Cheerios', product 'Oat Cereal', and size '1.3 oz'. Cup packaging aligns with receipt description.",Cheerios Oat Cereal | Gluten Free | Whole Grain | Toasted 1.3 Oz,cup cheerios 1.3oz,CHEERIOS CEREAL CUP 6 CT,True,1600013896,"{'id': 'TV1VP5BZWBHCA', 'name': 'Cheerios Oat Cereal | Gluten Free | Whole Grain | Toasted 1.3 Oz'}",DC Grocery Cash & Carry,
8,85.0,"Matched brand 'General Mills', product 'Cinnamon Toast Crunch', and size '2 oz Cup'. Alternate name closely aligned.",,,CINNAMON TOAST CRUNCH CEREAL CUP 6 CT,True,1600013897,"{'id': 8, 'name': None}",DC Grocery Cash & Carry,
,,,,,HONEY NUT CHEERIOS CEREAL CUP 6CT,False,1600013898,,DC Grocery Cash & Carry,No candidates found for receipt item: HONEY NUT CHEERIOS CEREAL CUP 6CT
9YR1YBJXP1T2E,85.0,"Matched brand 'Kellogg's', product 'Froot Loops', and size 'Original Cold Breakfast Cereal'. Alternate name aligned closely.",Kellogg's Froot Loops Original Cold Breakfast Cereal,froot loops,FROOT LOOPS CEREAL CUP 6 CT,True,3800001246,"{'id': '9YR1YBJXP1T2E', 'name': ""Kellogg's Froot Loops Original Cold Breakfast Cereal""}",DC Grocery Cash & Carry,
6000000.0,85.0,"Matched brand 'Kellogg's', product 'Frosted Flakes Original Cereal', and size '12 oz'. Alternate name partially aligned.",,,FROSTED FLAKES CEREAL CUP 6 CT,True,3800001468,"{'id': 6000000.0, 'name': None}",DC Grocery Cash & Carry,
,,,,,STARKIST CHUNK LTHLVS WATR 48/5OZ,False,10080000006735,,DC Grocery Cash & Carry,No candidates found for receipt item: STARKIST CHUNK LTHLVS WATR 48/5OZ
,,,,,BUMBLEBEE SOLID WHITE OIL 48/5OZ,False,866083,,DC Grocery Cash & Carry,No candidates found for receipt item: BUMBLEBEE SOLID WHITE OIL 48/5OZ
,,,,,BUMBLEBEE SOLID WHITE WATER 48/5OZ,False,866053,,DC Grocery Cash & Carry,No candidates found for receipt item: BUMBLEBEE SOLID WHITE WATER 48/5OZ
TPTSAKFKWDNV4,85.0,"Matched brand 'Crown Prince', product 'Flat Anchovies', and size '2 oz'. Alternate name partially aligned.",Crown Prince Flat Anchovies | In Pure Olive Oil 2 Oz,C Prince Anchovies 2oz,CROWN PRINCE FLT FILT ANCHVOLV 12/2OZ,True,73230010316,"{'id': 'TPTSAKFKWDNV4', 'name': 'Crown Prince Flat Anchovies | In Pure Olive Oil 2 Oz'}",DC Grocery Cash & Carry,
,,,,,DURFLAME FIRELOG 4HRS XTIME 6/6LB,False,4113700007,,DC Grocery Cash & Carry,No candidates found for receipt item: DURFLAME FIRELOG 4HRS XTIME 6/6LB
44GX4TXCJT2K6,85.0,"Matched brand 'Pringles', flavor 'Salt & Vinegar', and size '5.5 oz'. Alternate name partially aligned.",Pringles Salt & Vinegar Potato Crisps Chips - 5.5oz,pringle  salt 5.5oz,PRINGLES REGULAR SC&ONION 14/5.96 OZ,True,3800084500,"{'id': '44GX4TXCJT2K6', 'name': 'Pringles Salt & Vinegar Potato Crisps Chips - 5.5oz'}",DC Grocery Cash & Carry,
MNEC99YV9EN72,85.0,"Matched brand 'Black & Mild', product 'Cigar', and size '25'. Alternate name partially aligned.",Black & Mild Cigar Jazz,B&M jazz 1T,BLACK & MILD CIGAR UPR 25,True,7013700518,"{'id': 'MNEC99YV9EN72', 'name': 'Black & Mild Cigar Jazz'}",DC Grocery Cash & Carry,
MEYJSYN1AFS8P,85.0,"Matched brand 'Black & Mild', product 'Cigar Single', and size 'N/A'. Alternate name aligned closely.",Black & Mild N Cigar Single,B&M Reg single,BLACK & M 1.39 JAZZ PT UPR 25,True,7013751529,"{'id': 'MEYJSYN1AFS8P', 'name': 'Black & Mild N Cigar Single'}",DC Grocery Cash & Carry,
,0.0,No reasonable match found for 'SKOAL LONG CUT STRAIGHT 5CT' in the available inventory items.,,,SKOAL LONG CUT STRAIGHT 5CT,True,7310001099,,DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the provided receipt item description.,,,BLACK & M 1.39 ORIGINAL UPR 25,True,7013783435,,DC Grocery Cash & Carry,
,,,,,BAMBU CLASSIC PAPER 50/32 SHEET,False,7601300006,,DC Grocery Cash & Carry,No candidates found for receipt item: BAMBU CLASSIC PAPER 50/32 SHEET
,,,,,BLACK & M 1.19 JAZZ UPR 25,False,7013751489,,DC Grocery Cash & Carry,No candidates found for receipt item: BLACK & M 1.19 JAZZ UPR 25
,,,,,TOP CIGARETTE PAPER 24CT,False,7717051001,,DC Grocery Cash & Carry,No candidates found for receipt item: TOP CIGARETTE PAPER 24CT
,,,,,COPENHAGEN ORIGINAL LONG CUT 5 CT,False,7310001461,,DC Grocery Cash & Carry,No candidates found for receipt item: COPENHAGEN ORIGINAL LONG CUT 5 CT
407REQ90PAEGY,95.0,"Matched brand 'Black & Mild', product 'Jazz', and size '1 PT'. Alternate name closely aligned.",Black & Mild Jazz Plastic Tip,B&M Jazz 1T,BLACK & MILD JAZZ PT UPR 25,True,7013751121,"{'id': '407REQ90PAEGY', 'name': 'Black & Mild Jazz Plastic Tip'}",DC Grocery Cash & Carry,
G2TV64593XF2W,85.0,"Matched brand 'ZYN', product 'Chill', and nicotine strength '3mg'.",Zyn Chill 3mg,,ZYN 3MGS CHILL 5 ROLL,True,60924992041,"{'id': 'G2TV64593XF2W', 'name': 'Zyn Chill 3mg'}",DC Grocery Cash & Carry,
407,85.0,"Matched brand 'Black & Mild', product 'Jazz Plastic Tip', and quantity '25CT'. Alternate name partially aligned.",,,BLACK & M ORIGINAL NP/PTIP 25CT,True,7013783995,"{'id': 407, 'name': None}",DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the provided receipt item description.,,,BLACK & M 1.19 ORIGINAL UPR 25,True,7013783205,,DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the provided receipt item description.,,,RAW KING SIZE SLIM CLASSIC BOX/50CT,True,71616517736,,DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the provided receipt item description.,,,RAW KING SUPREME CIG PAPER 24 CT,True,71616517145,,DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the available inventory items.,,,MARLBORO KG GOLD BOX-FSC,True,2820013840,,DC Grocery Cash & Carry,
G2XNFRMD402Q0,85.0,"Matched brand 'Camel', product 'Blue Box', and size 'Regular'. Alternate name closely aligned.",camel blue bx,camel blue bx,CAMEL KG BLUE BOX-FSC,True,1230010713,"{'id': 'G2XNFRMD402Q0', 'name': 'camel blue bx'}",DC Grocery Cash & Carry,
10,85.0,"Matched brand 'Marlboro', product 'Gold Box', and size '100s'. Alternate name closely related.",,,MARLBORO 100 GOLD BOX-FSC,True,2820014650,"{'id': 10, 'name': None}",DC Grocery Cash & Carry,
,0.0,No reasonable match found based on available inventory items.,,,CAPRI 100 MAGENTA-FSC,True,2720020700,,DC Grocery Cash & Carry,
,0.0,No reasonable match found based on available inventory items.,,,PARLIAMENT KG WHITE BOX-FSC,True,2820017840,,DC Grocery Cash & Carry,
