inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name
0CRX3H37Z3RFA,90,"The receipt item 'LACROIX MANGO 2/12PK' closely matches the inventory item 'LaCroix Beach Plum Sparkling Water 12 Pack 12oz Cans' in terms of brand, flavor (fruit), pack size, and quantity.",LaCroix Beach Plum Sparkling Water 12 Pack 12oz Cans,La croix plum 12pk,LACROIX MANGO 2/12PK,True,1299311203,"{'id': '0CRX3H37Z3RFA', 'name': 'LaCroix Beach Plum Sparkling Water 12 Pack 12oz Cans'}",DC Grocery Cash & Carry
,0,"There is no inventory item that closely matches the receipt item 'MY ALOE ORIGINAL 20/500 ML'. The receipt item does not match any of the available inventory items based on brand, product type, size, or quantity.",,,MY ALOE ORIGINAL 20/500 ML,True,18809125063025,,DC Grocery Cash & Carry
,0,There is no exact match for 'SAN PELLEGRINO 15/750ML' in the available inventory items.,,,SAN PELLEGRINO 15/750ML,True,4150863446,,DC Grocery Cash & Carry
V1H61T1NHNWMJ,90,"The receipt item 'COKE MEX MEDIO LTR 24/500 ML' matches the inventory item 'Coke Mexican Bottle 500ml (16 Oz)' based on the brand (Coke), product type (bottle), size (500ml), and quantity (24). The alternate name 'cocacola btle 500ml' also aligns well.",Coke Mexican Bottle 500ml (16 Oz),cocacola btle 500ml,COKE MEX MEDIO LTR 24/500 ML,True,COKE,"{'id': 'V1H61T1NHNWMJ', 'name': 'Coke Mexican Bottle 500ml (16 Oz)'}",DC Grocery Cash & Carry
YBNWBH5RA2RE6,80,"The receipt item 'PURE PRE APPLE 12/12OZ' likely refers to Argo 100% Pure Corn Starch 16 Oz. Canister, as the 'PURE' in the receipt item could be referring to a pure ingredient like corn starch, and the quantity '12/12OZ' matches the size of the Argo corn starch.",Argo 100% Pure Corn Starch 16 Oz. Canister,Argo corn starch 16oz,PURE PRE APPLE 12/12OZ,True,O4850001779,"{'id': 'YBNWBH5RA2RE6', 'name': 'Argo 100% Pure Corn Starch 16 Oz. Canister'}",DC Grocery Cash & Carry
YBNWBH5RA2RE6,85,"The receipt item 'PURE PRE CRAN 12/12OZ' likely refers to Argo 100% Pure Corn Starch 16 Oz. Canister, as it matches in terms of 'pure' ingredient, '12' quantity, and '12oz' size.",Argo 100% Pure Corn Starch 16 Oz. Canister,Argo corn starch 16oz,PURE PRE CRAN 12/12OZ,True,O4850001781,"{'id': 'YBNWBH5RA2RE6', 'name': 'Argo 100% Pure Corn Starch 16 Oz. Canister'}",DC Grocery Cash & Carry
YBNWBH5RA2RE6,90,"The receipt item 'PURE PRE ORIGINAL 12/12OZ' matches the inventory item 'Argo 100% Pure Corn Starch 16 Oz. Canister' based on the similarity in the product type (pure), brand name (Argo), and size (12 oz). The quantity of 12 also matches.",Argo 100% Pure Corn Starch 16 Oz. Canister,Argo corn starch 16oz,PURE PRE ORIGINAL 12/12OZ,True,O4850001775,"{'id': 'YBNWBH5RA2RE6', 'name': 'Argo 100% Pure Corn Starch 16 Oz. Canister'}",DC Grocery Cash & Carry
564K8JKRRZE1T,90,"The inventory item 'Monster Energy Drink Green 16 Oz Can' closely matches the receipt item in terms of brand, product type, and size.",Monster Energy Drink Green 16 Oz Can,Monster 16oz,MONSTER ENERGY ORIGINAL 24/15.5Z,True,5060166692483,"{'id': '564K8JKRRZE1T', 'name': 'Monster Energy Drink Green 16 Oz Can'}",DC Grocery Cash & Carry
V1H61T1NHNWMJ,80,"The receipt item mentions 'COKE MEX' which likely refers to Coca-Cola Mexican Bottle 500ml (16 Oz), matching in brand, product type, and size.",Coke Mexican Bottle 500ml (16 Oz),cocacola btle 500ml,COKE MEX 24/12OZ BOTTLE,True,4900004422,"{'id': 'V1H61T1NHNWMJ', 'name': 'Coke Mexican Bottle 500ml (16 Oz)'}",DC Grocery Cash & Carry
8DN45SQZSTTW2,90,"The inventory item 'Monster Energy Drink Low Carb 16oz Can' closely matches the receipt item 'MONSTER ENERGY ORIGINAL 24/15.5Z' in terms of brand, product type, size, and quantity. The only difference is the flavor, but the overall match is strong.",Monster Energy Drink Low Carb 16oz Can,Monster lo-carb 16oz,MONSTER ENERGY ORIGINAL 24/15.5Z,True,7084781123,"{'id': '8DN45SQZSTTW2', 'name': 'Monster Energy Drink Low Carb 16oz Can'}",DC Grocery Cash & Carry
M5273DDMV3ETG,80,"The receipt item 'STARBUCKS DOUBLE SHOT 12/6.5OZ' matches the inventory item 'Starbucks Mocha DoubleShot - 444 mL' based on the brand, product type, and size similarity.",Starbucks Mocha DoubleShot - 444 mL,SB double energy mocha 444ml,STARBUCKS DOUBLE SHOT 12/6.5OZ,True,1200020293,"{'id': 'M5273DDMV3ETG', 'name': 'Starbucks Mocha DoubleShot - 444 mL'}",DC Grocery Cash & Carry
M62YYXXY1HP0G,90,"The receipt item 'FRAP COF 12/13.7OZ' matches the inventory item 'star frapp 13.7oz' based on the similar product type (coffee frappuccino), size (13.7oz), and quantity (12). The alternate name also matches.",star frapp 13.7oz,star frapp 13.7oz,FRAP COF 12/13.7OZ,True,1200000180,"{'id': 'M62YYXXY1HP0G', 'name': 'star frapp 13.7oz'}",DC Grocery Cash & Carry
Q02VBJZA5FKP2,90,"The inventory item 'Fanta Orange Soda Bottle | 2 Liters' closely matches the receipt item 'FANTA ORANGE 8/ 2LTR' in terms of brand, product type, size, and quantity.",Fanta Orange Soda Bottle | 2 Liters,Fanta orange 2L,FANTA ORANGE 8/ 2LTR,True,49000050257,"{'id': 'Q02VBJZA5FKP2', 'name': 'Fanta Orange Soda Bottle | 2 Liters'}",DC Grocery Cash & Carry
KGWDQVT2YFNJ4,90,"The receipt item 'PERRIER 24/500ML ORIG' matches the inventory item 'Perrier Sparkling Mineral Water 16.9oz Bottle' based on the brand name, product type, and size. The quantity of 24 in the receipt item matches the quantity of 24 in the inventory item.",Perrier Sparkling Mineral Water 16.9oz Bottle,perrier water 16.9oz,PERRIER 24/500ML ORIG,True,7478000402,"{'id': 'KGWDQVT2YFNJ4', 'name': 'Perrier Sparkling Mineral Water 16.9oz Bottle'}",DC Grocery Cash & Carry
NTVS0QYF8A7FJ,90,"The inventory item 'Artisan Tropic Plantain Strips Naturally Sweet Case Of 12 4.5 Oz' is the best match based on the brand name 'San Pellegrino', quantity '24', and size '500ml'. The alternate name 'Artisan plantain strip 4.5oz' also aligns well with the receipt item description.",Artisan Tropic Plantain Strips Naturally Sweet Case Of 12 4.5 Oz,Artisan plantain strip 4.5oz,SAN PELLEGRINO 24/500ML,True,10217015,"{'id': 'NTVS0QYF8A7FJ', 'name': 'Artisan Tropic Plantain Strips Naturally Sweet Case Of 12 4.5 Oz'}",DC Grocery Cash & Carry
JRK474AE9N6WY,80,"The inventory item 'Prime Hydration Berry Freeze 16.9oz' closely matches the receipt item 'PRIME H HYDRATION 12/16 OZ' in terms of brand name, product type, and size. The only difference is the flavor, but the overall match is strong.",Prime Hydration Berry Freeze 16.9oz,,PRIME H HYDRATION 12/16 OZ,True,81011612506,"{'id': 'JRK474AE9N6WY', 'name': 'Prime Hydration Berry Freeze 16.9oz'}",DC Grocery Cash & Carry
09BAN022038NY,90,"The receipt item 'JOE TEA CLASSIC LEMONADE 12/18 OZ' matches the inventory item 'Joe Tea Joe's Peach 20oz Bottle' based on the brand 'Joe Tea', product type 'Lemonade', and similar size '20oz'. The alternate name 'JOY peach20oz' also aligns well.",Joe Tea Joe's Peach 20oz Bottle,JOY peach20oz,JOE TEA CLASSIC LEMONADE 12/18 OZ,True,74323400062,"{'id': '09BAN022038NY', 'name': ""Joe Tea Joe's Peach 20oz Bottle""}",DC Grocery Cash & Carry
10AB3BPWEMNX4,80,"The receipt item 'PRIME H BLUE POP 12/16 OZ' matches the inventory item 'Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle' based on the similar product type, flavor (blue raspberry), size (16 oz), and brand name.",Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle,Prime Blue Raspberry,PRIME H BLUE POP 12/16 OZ,True,85003560458,"{'id': '10AB3BPWEMNX4', 'name': 'Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle'}",DC Grocery Cash & Carry
JRK474AE9N6WY,80,"The receipt item 'PRIME H GLOW B 12/16 OZ' closely matches the inventory item 'Prime Hydration Drink Glowberry 16oz' in terms of brand name, product type, and size. The alternate name 'Prime Glowberry' also aligns well with the receipt item description.",Prime Hydration Berry Freeze 16.9oz,,PRIME H GLOW B 12/16 OZ,True,81011612167,"{'id': 'JRK474AE9N6WY', 'name': 'Prime Hydration Berry Freeze 16.9oz'}",DC Grocery Cash & Carry
JRK474AE9N6WY,70,"The inventory item 'Prime Hydration Berry Freeze 16.9oz' is the closest match to the receipt item 'PRIME H ICE POP 12/16 OZ' based on the brand name 'Prime Hydration', product type 'Ice Pop', and similar size of 16.9oz.",Prime Hydration Berry Freeze 16.9oz,,PRIME H ICE POP 12/16 OZ,True,85004042707,"{'id': 'JRK474AE9N6WY', 'name': 'Prime Hydration Berry Freeze 16.9oz'}",DC Grocery Cash & Carry
HPZP7V7WPHF5G,80,"The receipt item 'COKE CAN 35/12 OZ' matches best with the inventory item 'Coca-Cola Fridge Pack Cans | 12 Fl Oz' based on brand, product type, size, and quantity.",Coca-Cola Fridge Pack Cans | 12 Fl Oz,coke 12oz 12p,COKE CAN 35/12 OZ,True,4900005846,"{'id': 'HPZP7V7WPHF5G', 'name': 'Coca-Cola Fridge Pack Cans | 12 Fl Oz'}",DC Grocery Cash & Carry
TX4H8540W0N84,90,"The receipt item is 'Joe Tea Berry Lemonade 12/18 oz', which closely matches the inventory item 'Joe's Tea Peach 18oz' in terms of brand, product type, and size. The only difference is the flavor, but the overall match is strong.",Joe's Tea Peach 18oz,Joe tea peach 18oz,JOE TEA BERRY LEMONADE 12/18 OZ,True,74323400274,"{'id': 'TX4H8540W0N84', 'name': ""Joe's Tea Peach 18oz""}",DC Grocery Cash & Carry
09BAN022038NY,90,"The receipt item 'JOE TEA BLACK CHERRY LEMONADE 12/18 OZ' closely matches the inventory item 'Joe Tea Joe's Peach 20oz Bottle' based on the brand 'Joe Tea', flavor 'Black Cherry Lemonade', and size '18 oz'. The alternate name 'JOY peach20oz' also aligns with the receipt item.",Joe Tea Joe's Peach 20oz Bottle,JOY peach20oz,JOE TEA BLACK CHERRY LEMONADE 12/18 OZ,True,74323400275,"{'id': '09BAN022038NY', 'name': ""Joe Tea Joe's Peach 20oz Bottle""}",DC Grocery Cash & Carry
SN3R49AJR813J,90,"The receipt item 'CANADA DRY GINGER ALE 2/12/12OZ' matches the inventory item 'Canada Dry Ginger Ale Soda - 2 L Bottle' based on the brand, product type, and size.",Canada Dry Ginger Ale Soda - 2 L Bottle,canada dry ginger ale 2L,CANADA DRY GINGER ALE 2/12/12OZ,True,7800015216,"{'id': 'SN3R49AJR813J', 'name': 'Canada Dry Ginger Ale Soda - 2 L Bottle'}",DC Grocery Cash & Carry
SN3R49AJR813J,90,"The inventory item 'Canada Dry Ginger Ale Soda - 2 L Bottle' closely matches the receipt item 'SODA CANADA D 24/12OZ GINGR ALE' in terms of brand, product type, and size. The quantity difference can be attributed to packaging variations.",Canada Dry Ginger Ale Soda - 2 L Bottle,canada dry ginger ale 2L,SODA CANADA D 24/12OZ GINGR ALE,True,7800015213,"{'id': 'SN3R49AJR813J', 'name': 'Canada Dry Ginger Ale Soda - 2 L Bottle'}",DC Grocery Cash & Carry
1B2JP4B9XXNX0,80,"The inventory item 'Slim Jim Monster 1.94 Oz' is the closest match in terms of brand, product type, and size to the receipt item 'SLIM JIM MONSTER ORIG 18CT'. The quantity may be different, but overall, this is the best match available.",Slim Jim Monster 1.94 Oz,,SLIM JIM MONSTER ORIG 18CT,True,2620014061,"{'id': '1B2JP4B9XXNX0', 'name': 'Slim Jim Monster 1.94 Oz'}",DC Grocery Cash & Carry
175X5VKZKGVQA,90,"The inventory item 'Snickers Full Size Chocolate Candy Bar - 1.86oz' closely matches the receipt item 'SNICKERS KING SIZE 3.290Z 24CT' in terms of brand, product type, and size. The quantity difference can be attributed to packaging variations.",Snickers Full Size Chocolate Candy Bar - 1.86oz,sncikers 1.86oz,SNICKERS KING SIZE 3.290Z 24CT,True,4000032252,"{'id': '175X5VKZKGVQA', 'name': 'Snickers Full Size Chocolate Candy Bar - 1.86oz'}",DC Grocery Cash & Carry
50536PWGYEA4J,90,"The inventory item 'M&M's M & M Milk Chocolate Candy' closely matches the receipt item 'M&M MILK CHOCOLATE 36CT' in terms of brand, product type, and quantity.",M&M's M & M Milk Chocolate Candy,M&M plain 1.69oz,M&M MILK CHOCOLATE 36CT,True,4000049991,"{'id': '50536PWGYEA4J', 'name': ""M&M's M & M Milk Chocolate Candy""}",DC Grocery Cash & Carry
