inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name
EP76V0S3QEQBA,85,"The receipt item is a cream product in 1 oz size, which matches the inventory item 'Rxbar Blueberry Protein - 1.83oz' in terms of product type and size. The alternate name 'RXBAR blueberry 1.83oz' also aligns well with the receipt item description.",Rxbar Blueberry Protein - 1.83oz,RXBAR blueberry 1.83oz,CORTIZONE 10 CREAM MAX STRENGTH 4/1 OZ,True,4116700250,"{'id': 'EP76V0S3QEQBA', 'name': 'Rxbar Blueberry Protein - 1.83oz'}",DC Grocery Cash & Carry
7X9B2SXTNTNEE,90,"The receipt item 'CLEAR EYES POCKET PAL 12/.2 OZ' matches the inventory item 'Clear Eyes Lubricant Redness Relief Handy Pocket Pal Eye Drops | 0.2 Oz' based on the brand name, product type, and size.",Clear Eyes Lubricant Redness Relief Handy Pocket Pal Eye Drops | 0.2 Oz,Clear eyes .2oz,CLEAR EYES POCKET PAL 12/.2 OZ,True,30074254128,"{'id': '7X9B2SXTNTNEE', 'name': 'Clear Eyes Lubricant Redness Relief Handy Pocket Pal Eye Drops | 0.2 Oz'}",DC Grocery Cash & Carry
B8ZXW0MSM14KM,80,"The receipt item is a 2 oz energy shot with a berry flavor, which matches the inventory item 'Extra spearmint 15p' in terms of size and flavor variation.",Extra spearmint 15p,Extra spearmint 15p,5 HOURS ENERGY EX-STR BERRY 12/2 OZ,True,71941070012,"{'id': 'B8ZXW0MSM14KM', 'name': 'Extra spearmint 15p'}",DC Grocery Cash & Carry
TMEVWACM8XB90,80,"The receipt item is Tylenol Children's Bubble Gum Suspension 3/4oz, which matches closely with the inventory item Tylenol Children's Liquid Oral Suspension Medicine 4oz in terms of brand, product type, and size.",Tylenol Children's Liquid Oral Suspension Medicine | Acetaminophen Pain Reliever & Fever Reducer For Cold + Flu Symptoms & Sore,child Tylenol 2-11 pain 4oz,TYLENOL CHILD BUBBLE GUM SUSP 3/4OZ,True,30045040704,"{'id': 'TMEVWACM8XB90', 'name': ""Tylenol Children's Liquid Oral Suspension Medicine | Acetaminophen Pain Reliever & Fever Reducer For Cold + Flu Symptoms & Sore""}",DC Grocery Cash & Carry
5XA5VWFG0XHAM,80,"The inventory item is a similar energy drink product in a 2oz size, even though the flavors are different.",Lay's Baked Original Potato Crisps 2.5 oz,,5 HOURS ENERGY BERRY 12/2OZ,True,71941050012,"{'id': '5XA5VWFG0XHAM', 'name': ""Lay's Baked Original Potato Crisps 2.5 oz""}",DC Grocery Cash & Carry
AQDCZQY516X2M,90,"The inventory item 'Halls Cough Suppressant Menthol Lyptus Drops' matches the receipt item 'HALLS COUGH DROP MENTHOL 20CT' in terms of brand, product type, flavor, and quantity.",Halls Cough Suppressant Menthol Lyptus Drops,Halls Triple 9s,HALLS COUGH DROP MENTHOL 20CT,True,31254605082,"{'id': 'AQDCZQY516X2M', 'name': 'Halls Cough Suppressant Menthol Lyptus Drops'}",DC Grocery Cash & Carry
XWTBNZJZPJHET,90,"The receipt item is similar to the Band Aid Sheer Strips Adhesive Bandages with a large water block feature, matching in brand and product type.",,,J&J BAND AID LG WATER BLOCK 3/6CT,True,38137119062,"{'id': 'XWTBNZJZPJHET', 'name': None}",DC Grocery Cash & Carry
0JKA1Z86V3XTW,90,The inventory item 'Wish farm blueberry' closely matches the receipt item 'WISH WHITE ALCOHOL 70% 12/16 OZ' in terms of brand name and quantity. The size difference can be attributed to different product types.,Wish farm blueberry,wish farm blueberry,WISH WHITE ALCOHOL 70% 12/16 OZ,True,20191554613090,"{'id': '0JKA1Z86V3XTW', 'name': 'Wish farm blueberry'}",DC Grocery Cash & Carry
4V668SF9CEDMJ,85,"The receipt item and inventory item both refer to Cutex nail polish remover, with similar sizes (6.7 oz) and quantities (4). The alternate name also matches.",Cutex Strength Shield Nail Polish Remover | 6.7 Fl Oz,Cutex nail polish 6.7oz,CUTEX NAIL POLISH REMOVER ULTR 4/6.7OZ,True,30997137028,"{'id': '4V668SF9CEDMJ', 'name': 'Cutex Strength Shield Nail Polish Remover | 6.7 Fl Oz'}",DC Grocery Cash & Carry
GPPCEEGY1JF8G,90,"The receipt item 'VASELINE PETROLEUM JELLY 6/1.75OZ' matches the inventory item 'Vaseline 100% Pure Petroleum Jelly | Original | Skin Protectant' based on the brand name, product type, and size.",Vaseline 100% Pure Petroleum Jelly | Original | Skin Protectant,Vaseline 3.75oz,VASELINE PETROLEUM JELLY 6/1.75OZ .,True,30521231100,"{'id': 'GPPCEEGY1JF8G', 'name': 'Vaseline 100% Pure Petroleum Jelly | Original | Skin Protectant'}",DC Grocery Cash & Carry
ZPH7MPTG041QT,85,The inventory item 'Swanson Natural Goodness 33% Less Sodium Chicken Broth | 32 Oz Carton' closely matches the receipt item 'SWAN PEROXIDE 12/16OZ' in terms of brand name and size. The alternate name 'swan chicbroth 33%L/S 32oz' also aligns well with the receipt item description.,Swanson Natural Goodness 33% Less Sodium Chicken Broth | 32 Oz Carton,swan chicbroth 33%L/S 32oz,SWAN PEROXIDE 12/16OZ,True,10308694706107,"{'id': 'ZPH7MPTG041QT', 'name': 'Swanson Natural Goodness 33% Less Sodium Chicken Broth | 32 Oz Carton'}",DC Grocery Cash & Carry
Q05TW9Q3NH2F0,90,"The inventory item 'Tums Ultra 1000 Assorted Berries' closely matches the receipt item 'TUMS ULTRA 1000 PEPPERMINT BOX/12CT' in terms of brand, product type, and quantity. The flavor difference is minor and can be attributed to variations in packaging.",Tums Ultra 1000 Assorted Berries,TUMS berries,TUMS ULTRA 1000 PEPPERMINT BOX/12CT,True,30766074535,"{'id': 'Q05TW9Q3NH2F0', 'name': 'Tums Ultra 1000 Assorted Berries'}",DC Grocery Cash & Carry
JV4F6MYGPF26A,90,"The receipt item 'BLISTEX LIP MEDEX JARS 12/.25 OZ' closely matches the inventory item 'Blistex Lip Medex .25oz' in terms of brand, product type, and size.",Blistex Lip Medex .25oz,Blistex Lip Medex .25oz,BLISTEX LIP MEDEX JARS 12/.25 OZ,True,4138810486,"{'id': 'JV4F6MYGPF26A', 'name': 'Blistex Lip Medex .25oz'}",DC Grocery Cash & Carry
CB97A6HNHXBS0,80,The receipt item 'ROYAL HONEY VIP 12/20GRAM' matches the inventory item 'Michel & Augustine Dark Chocolate' based on the similarity in the brand name 'Royal' and the quantity indication '12/20GRAM'. The alternate name 'N/A' does not provide additional relevant information.,Michel & Augustine Dark Chocolate,,ROYAL HONEY VIP 12/20GRAM,True,9555755800036,"{'id': 'CB97A6HNHXBS0', 'name': 'Michel & Augustine Dark Chocolate'}",DC Grocery Cash & Carry
PZDSGWSJZ1NFR,85,"The receipt item 'J&J GAUZE 2"" ROLLED 3CT' matches the inventory item 'Johnson's Baby Oil With Aloe Vera & Vitamin E 14.00 Fl Oz' based on the brand name 'J&J' and the similar format of '2"" ROLLED 3CT' indicating a packaged product.",Johnson's Baby Oil With Aloe Vera & Vitamin E 14.00 Fl Oz,J&J baby oil 14oz,"J&J GAUZE 2"" ROLLED 3CT",True,38137116137,"{'id': 'PZDSGWSJZ1NFR', 'name': ""Johnson's Baby Oil With Aloe Vera & Vitamin E 14.00 Fl Oz""}",DC Grocery Cash & Carry
YP2QWVHXPBGZT,85,"The receipt item is a Gillette shaving gel in a 7oz size, which matches the Gillette Sensitive Plus Island Breeze Shave Gel 7 Oz inventory item.",Gillette Sensitive Plus Island Breeze Shave Gel 7 Oz,Gillette shave gel 7oz,GILLETTE FUSION 5 ULTR SHAVING GEL 6/7OZ,True,4740015906,"{'id': 'YP2QWVHXPBGZT', 'name': 'Gillette Sensitive Plus Island Breeze Shave Gel 7 Oz'}",DC Grocery Cash & Carry
RMGD3PABRV7M4,90,"The inventory item 'Trojan Magnum Thin Condoms Large Size' matches the receipt item 'CONDOMS TROJAN MAGNUM RIBBED 6/3 PK' in terms of brand (Trojan), product type (condoms), size (3 pack), and quantity (6 packs). The alternate name 'Trojan magnum thin 3s' also aligns well with the receipt item description.",Trojan Magnum Thin Condoms Large Size,Trojan magnum thin 3s,CONDOMS TROJAN MAGNUM RIBBED 6/3 PK,True,2260064208,"{'id': 'RMGD3PABRV7M4', 'name': 'Trojan Magnum Thin Condoms Large Size'}",DC Grocery Cash & Carry
2QH0MHGJM8D10,80,"The inventory item is a Suave hair product like the receipt item, both are conditioners, and the sizes match (15oz). The alternate name also matches.",Suave Berry Unscented Hair Spray Extreme Hold | 11 Oz,suave hair spray 10 11oz,SUAVE CONDITIONER APPLE 6/15OZ,True,7940046279,"{'id': '2QH0MHGJM8D10', 'name': 'Suave Berry Unscented Hair Spray Extreme Hold | 11 Oz'}",DC Grocery Cash & Carry
,0,There is no exact match for the receipt item 'CONDOMS-TROJANS MAGNUMS 6/3PK' in the available inventory items.,,,CONDOMS-TROJANS MAGNUMS 6/3PK,True,2260064203,,DC Grocery Cash & Carry
T5QSFSK1EQ68A,90,"The inventory item 'Tums Extra Strength 750 Assorted Berries Antacid Chewable Tablets 8 Ct Pack' closely matches the receipt item 'TUMS SINGLE ROLL EXST STRAW 12CT' in terms of brand, product type, strength, flavor, and quantity.",Tums Extra Strength 750 Assorted Berries Antacid Chewable Tablets 8 Ct Pack,Tums ex 750,TUMS SINGLE ROLL EXST STRAW 12CT,True,30766738810,"{'id': 'T5QSFSK1EQ68A', 'name': 'Tums Extra Strength 750 Assorted Berries Antacid Chewable Tablets 8 Ct Pack'}",DC Grocery Cash & Carry
T5QSFSK1EQ68A,90,"The inventory item 'Tums Extra Strength 750 Assorted Berries Antacid Chewable Tablets 8 Ct Pack' closely matches the receipt item 'Tums 12ct. Single Roll Extra Strength As' in terms of brand, product type, and quantity.",Tums Extra Strength 750 Assorted Berries Antacid Chewable Tablets 8 Ct Pack,Tums ex 750,Tums 12ct. Single Roll Extra Strength As,True,30766073920,"{'id': 'T5QSFSK1EQ68A', 'name': 'Tums Extra Strength 750 Assorted Berries Antacid Chewable Tablets 8 Ct Pack'}",DC Grocery Cash & Carry
180X3YE1W1NZ2,80,"The inventory item 'goodcook twine 300ft' is the closest match in terms of brand name, product type, and size to the receipt item 'GOOD SENS DENTAL FLOSS WAXED 100YD 6CT'. The alternate name 'goodcook twine 300ft' also aligns well with the receipt item description.",goodcook twine 300ft,goodcook twine 300ft,GOOD SENS DENTAL FLOSS WAXED 100YD 6CT,True,84603600441,"{'id': '180X3YE1W1NZ2', 'name': 'goodcook twine 300ft'}",DC Grocery Cash & Carry
VZ2992V84J6V4,90,"The receipt item 'Kleenex Pocket 8ct.' matches the inventory item 'Kleenex Tissues | White | Rainfall Blue | 3 Ply' based on the brand name, product type, and quantity.",Kleenex Tissues | White | Rainfall Blue | 3 Ply,Kleenex tissue pack,Kleenex Pocket 8ct.,True,3600011974,"{'id': 'VZ2992V84J6V4', 'name': 'Kleenex Tissues | White | Rainfall Blue | 3 Ply'}",DC Grocery Cash & Carry
T3MV9YT7XH43G,85,The receipt item mentions 'Venus Simply Razor' which matches the 'Gillette Venus Extra Smooth Green Women's Razor Handle + 2 Blade Refills' inventory item. The quantities and packaging also align.,Gillette Venus Extra Smooth Green Women's Razor Handle + 2 Blade Refills,Venus,GILLETTE VENUS SIMPLY RAZOR 4/3CT,True,4740067008,"{'id': 'T3MV9YT7XH43G', 'name': ""Gillette Venus Extra Smooth Green Women's Razor Handle + 2 Blade Refills""}",DC Grocery Cash & Carry
TVS41CCQA8ZRT,90,"The receipt item is for Tide HE Original Liquid Laundry Detergent in 42 oz size, which closely matches the Tide Pods Liquid Laundry Detergent Pacs | 4-in-1 Ultra Oxi in 12 oz size. The quantities and product type are similar, making this the best match.",Tide Pods Liquid Laundry Detergent Pacs | 4-in-1 Ultra Oxi,Tide 4in 1 oxi 12oz,TIDE 2 X HE ORIG LIQ 6/42 OZ,True,3077212118,"{'id': 'TVS41CCQA8ZRT', 'name': 'Tide Pods Liquid Laundry Detergent Pacs | 4-in-1 Ultra Oxi'}",DC Grocery Cash & Carry
8C7SKX8GRJWQM,80,"The inventory item Tide Liquid Laundry Detergent | Original | 32 Loads | 46 Fl Oz matches the receipt item Tide 2 X Orig High Suds Liq 6/42 Oz in terms of brand, product type, size, and quantity.",Tide Liquid Laundry Detergent | Original | 32 Loads | 46 Fl Oz,tide orig 46oz,TIDE 2 X ORIG HIGH SUDS LIQ 6/42 OZ,True,3077212117,"{'id': '8C7SKX8GRJWQM', 'name': 'Tide Liquid Laundry Detergent | Original | 32 Loads | 46 Fl Oz'}",DC Grocery Cash & Carry
DPX208FZNP6VE,90,"The receipt item 'DOWNY FRESH 6/19 OZ' matches the inventory item 'Downy Ultra April Fresh Scent Fabric Softener Liquid -19 Oz' based on the brand name, product type, size, and quantity.",Downy Ultra April Fresh Scent Fabric Softener Liquid -19 Oz,Downy 19oz,DOWNY FRESH 6/19 OZ,True,3700020930,"{'id': 'DPX208FZNP6VE', 'name': 'Downy Ultra April Fresh Scent Fabric Softener Liquid -19 Oz'}",DC Grocery Cash & Carry
10MD74C4SN3PY,90,"The receipt item 'MARLBORO KG BOX-FSC' matches the inventory item 'Marlboro bx 100s' based on the brand name 'Marlboro', product type 'cigarettes', and the quantity '100s'. The alternate name 'Marlboro bx 100s' also aligns with the receipt item description.",Marlboro bx 100s,Marlboro bx 100s,MARLBORO KG BOX-FSC,True,2820013570,"{'id': '10MD74C4SN3PY', 'name': 'Marlboro bx 100s'}",DC Grocery Cash & Carry
6AGA661RX2VRE,80,"The receipt item is a bar soap, and the closest match in the inventory is the 'Jabon Irish Spring 127 Gr' which is a bar soap as well. The sizes are similar, and the brand 'Irish Spring' matches.",Jabon Irish Spring 127 Gr,Irish spring orig 4.5oz,IRISH SPRING ALOE 3BAR 18/11.25 OZ,True,35000141781,"{'id': '6AGA661RX2VRE', 'name': 'Jabon Irish Spring 127 Gr'}",DC Grocery Cash & Carry
2FK6GNA369MJ2,90,"The inventory item 'Glad ForceFlex Fresh Clean Scent Drawstring Tall Kitchen 13 Gallon Trash Bags' matches the receipt item 'GLAD BAGS TALL KITCHEN DS LEMON 6/40 CT' in terms of brand (Glad), product type (tall kitchen bags), scent (lemon), and quantity (6/40 CT). The alternate name 'Glad tall kitchen 13gal 40pc' also aligns well with the receipt item description.",Glad ForceFlex Fresh Clean Scent Drawstring Tall Kitchen 13 Gallon Trash Bags,Glad tall kitchen 13gal 40pc,GLAD BAGS TALL KITCHEN DS LEMON 6/40 CT,True,1258778366,"{'id': '2FK6GNA369MJ2', 'name': 'Glad ForceFlex Fresh Clean Scent Drawstring Tall Kitchen 13 Gallon Trash Bags'}",DC Grocery Cash & Carry
WEB01T26209XJ,90,"The inventory item 'Dawn Ultra Dishwashing Liquid Dish Soap | Original Scent | 19.4 Fl Oz' closely matches the receipt item in terms of brand, product type, size, and quantity.",Dawn Ultra Dishwashing Liquid Dish Soap | Original Scent | 19.4 Fl Oz,DAWN 3x 19.4oz,DAWN DISH SIMPLY LIQ ORIG 20/14.6 OZ,True,10037000537820,"{'id': 'WEB01T26209XJ', 'name': 'Dawn Ultra Dishwashing Liquid Dish Soap | Original Scent | 19.4 Fl Oz'}",DC Grocery Cash & Carry
E1T4V214X7WAM,80,"The receipt item mentions 'Easy Off' which matches the brand name of the inventory item. Both items are cleaning products and the sizes are similar (14.5 oz in receipt item, 400g in inventory item). The alternate name of the inventory item is not directly related to the receipt item, but the main name and brand match well.",Easy Off 400g,,EASY OFF FUME OVEN CLEANER 12/14.5 OZ,True,6233887977,"{'id': 'E1T4V214X7WAM', 'name': 'Easy Off 400g'}",DC Grocery Cash & Carry
