inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name,error
YBNWBH5RA2RE6,80.0,The receipt item 'PURE PRE APPLE 12/12OZ' matches the inventory item 'Argo 100% Pure Corn Starch 16 Oz. Canister' based on the similarity in the 'Pure' keyword and the quantity of '12/12oz'. The alternate name 'Argo corn starch 16oz' also aligns with the receipt item.,Argo 100% Pure Corn Starch 16 Oz. Canister,Argo corn starch 16oz,PURE PRE APPLE 12/12OZ,True,O4850001779,"{'id': 'YBNWBH5RA2RE6', 'name': 'Argo 100% Pure Corn Starch 16 Oz. Canister'}",DC Grocery Cash & Carry,
YBNWBH5RA2RE6,90.0,The inventory item 'Argo 100% Pure Corn Starch 16 Oz. Canister' closely matches the receipt item 'PURE PRE CRAN 12/12OZ' in terms of being a pure product in a 12 oz size.,Argo 100% Pure Corn Starch 16 Oz. Canister,Argo corn starch 16oz,PURE PRE CRAN 12/12OZ,True,O4850001781,"{'id': 'YBNWBH5RA2RE6', 'name': 'Argo 100% Pure Corn Starch 16 Oz. Canister'}",DC Grocery Cash & Carry,
DGQ84RQJVC0MG,80.0,"The receipt item 'PURE PRE ORIGINAL 12/12OZ' likely refers to Tropicana Pure Premium 100% Juice Orange No Pulp 46 Fl Oz Carton, as it matches the brand (Tropicana), product type (Pure Premium Juice), and size (12 oz x 12). The quantity discrepancy can be attributed to packaging differences.",Tropicana Pure Premium 100% Juice Orange No Pulp 46 Fl Oz Carton,,PURE PRE ORIGINAL 12/12OZ,True,O4850001775,"{'id': 'DGQ84RQJVC0MG', 'name': 'Tropicana Pure Premium 100% Juice Orange No Pulp 46 Fl Oz Carton'}",DC Grocery Cash & Carry,
564K8JKRRZE1T,90.0,"The inventory item 'Monster Energy Drink Green 16 Oz Can' closely matches the receipt item 'MONSTER ENERGY ORIGINAL 24/15.5Z' in terms of brand, product type, and size.",Monster Energy Drink Green 16 Oz Can,Monster 16oz,MONSTER ENERGY ORIGINAL 24/15.5Z,True,5060166692483,"{'id': '564K8JKRRZE1T', 'name': 'Monster Energy Drink Green 16 Oz Can'}",DC Grocery Cash & Carry,
V1H61T1NHNWMJ,80.0,"The receipt item 'COKE MEX 24/12OZ BOTTLE' matches the inventory item 'Coke Mexican Bottle 500ml (16 Oz)' based on the brand, product type, size, and quantity.",Coke Mexican Bottle 500ml (16 Oz),cocacola btle 500ml,COKE MEX 24/12OZ BOTTLE,True,4900004422,"{'id': 'V1H61T1NHNWMJ', 'name': 'Coke Mexican Bottle 500ml (16 Oz)'}",DC Grocery Cash & Carry,
564K8JKRRZE1T,90.0,"The inventory item 'Monster Energy Drink Green 16 Oz Can' closely matches the receipt item in terms of brand, product type, and size.",Monster Energy Drink Green 16 Oz Can,Monster 16oz,MONSTER ENERGY ORIGINAL 24/15.5Z,True,7084781123,"{'id': '564K8JKRRZE1T', 'name': 'Monster Energy Drink Green 16 Oz Can'}",DC Grocery Cash & Carry,
M5273DDMV3ETG,80.0,"The receipt item 'STARBUCKS DOUBLE SHOT 12/6.5OZ' matches the inventory item 'Starbucks Mocha DoubleShot - 444 mL' based on the brand name, product type, and similar size in fluid ounces.",Starbucks Mocha DoubleShot - 444 mL,SB double energy mocha 444ml,STARBUCKS DOUBLE SHOT 12/6.5OZ,True,1200020293,"{'id': 'M5273DDMV3ETG', 'name': 'Starbucks Mocha DoubleShot - 444 mL'}",DC Grocery Cash & Carry,
M62YYXXY1HP0G,90.0,"The receipt item 'FRAP COF 12/13.7OZ' matches the inventory item 'star frapp 13.7oz' based on the similar product type (frappuccino coffee), size (13.7oz), and quantity (12). The alternate name 'star frapp 13.7oz' also aligns well with the receipt item.",star frapp 13.7oz,star frapp 13.7oz,FRAP COF 12/13.7OZ,True,1200000180,"{'id': 'M62YYXXY1HP0G', 'name': 'star frapp 13.7oz'}",DC Grocery Cash & Carry,
Q02VBJZA5FKP2,90.0,"The receipt item 'FANTA ORANGE 8/ 2LTR' matches the inventory item 'Fanta Orange Soda Bottle | 2 Liters' based on the brand, product type, size, and quantity.",Fanta Orange Soda Bottle | 2 Liters,Fanta orange 2L,FANTA ORANGE 8/ 2LTR,True,49000050257,"{'id': 'Q02VBJZA5FKP2', 'name': 'Fanta Orange Soda Bottle | 2 Liters'}",DC Grocery Cash & Carry,
KGWDQVT2YFNJ4,90.0,"The receipt item 'PERRIER 24/500ML ORIG' matches the inventory item 'Perrier Sparkling Mineral Water 16.9oz Bottle' based on the brand name 'Perrier', product type 'Sparkling Mineral Water', size '16.9oz', and quantity '24'. The alternate name 'perrier water 16.9oz' also aligns well.",Perrier Sparkling Mineral Water 16.9oz Bottle,perrier water 16.9oz,PERRIER 24/500ML ORIG,True,7478000402,"{'id': 'KGWDQVT2YFNJ4', 'name': 'Perrier Sparkling Mineral Water 16.9oz Bottle'}",DC Grocery Cash & Carry,
DVZX020VH8XPP,80.0,"The receipt item 'SAN PELLEGRINO 24/500ML' matches the inventory item 'Ziploc Sandwich Bags' in terms of brand name and quantity. Although the products are different, the quantity and format match closely.",Ziploc Sandwich Bags,Ziploc sandwich bag 120pc,SAN PELLEGRINO 24/500ML,True,10217015,"{'id': 'DVZX020VH8XPP', 'name': 'Ziploc Sandwich Bags'}",DC Grocery Cash & Carry,
10AB3BPWEMNX4,80.0,"The inventory item 'Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle' closely matches the receipt item 'PRIME H HYDRATION 12/16 OZ' in terms of brand, product type, size, and quantity.",Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle,Prime Blue Raspberry,PRIME H HYDRATION 12/16 OZ,True,81011612506,"{'id': '10AB3BPWEMNX4', 'name': 'Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle'}",DC Grocery Cash & Carry,
TX4H8540W0N84,90.0,"The receipt item 'JOE TEA CLASSIC LEMONADE 12/18 OZ' matches the inventory item 'Joe's Tea Peach 18oz' based on the brand name 'Joe Tea', product type 'Tea', flavor 'Lemonade', and size '18 oz'. The alternate name 'Joe tea peach 18oz' also aligns well with the receipt item description.",Joe's Tea Peach 18oz,Joe tea peach 18oz,JOE TEA CLASSIC LEMONADE 12/18 OZ,True,74323400062,"{'id': 'TX4H8540W0N84', 'name': ""Joe's Tea Peach 18oz""}",DC Grocery Cash & Carry,
10AB3BPWEMNX4,80.0,"The receipt item 'PRIME H BLUE POP 12/16 OZ' matches the inventory item 'Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle' based on the similar product type, flavor (blue raspberry), and size (16 oz). The alternate name 'Prime Blue Raspberry' also aligns with the receipt item description.",Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle,Prime Blue Raspberry,PRIME H BLUE POP 12/16 OZ,True,85003560458,"{'id': '10AB3BPWEMNX4', 'name': 'Prime Hydration Blue Raspberry Sports Drink - 16.9 Fl Oz Bottle'}",DC Grocery Cash & Carry,
14SGMY5TWX2TJ,80.0,"The inventory item 'Prime Hydration Drink Glowberry 16oz' closely matches the receipt item 'PRIME H GLOW B 12/16 OZ' in terms of brand name, product type, and size. The alternate name 'Prime Glowberry' also aligns well with the receipt item.",Prime Hydration Drink Glowberry 16oz,Prime Glowberry,PRIME H GLOW B 12/16 OZ,True,81011612167,"{'id': '14SGMY5TWX2TJ', 'name': 'Prime Hydration Drink Glowberry 16oz'}",DC Grocery Cash & Carry,
JRK474AE9N6WY,80.0,"The inventory item 'Prime Hydration Berry Freeze 16.9oz' closely matches the receipt item 'PRIME H ICE POP 12/16 OZ' in terms of brand name, product type, and size. The alternate name 'Prime Glowberry' also aligns with the receipt item description.",Prime Hydration Berry Freeze 16.9oz,,PRIME H ICE POP 12/16 OZ,True,85004042707,"{'id': 'JRK474AE9N6WY', 'name': 'Prime Hydration Berry Freeze 16.9oz'}",DC Grocery Cash & Carry,
HPZP7V7WPHF5G,90.0,"The receipt item 'COKE CAN 35/12 OZ' matches the inventory item 'Coca-Cola Fridge Pack Cans | 12 Fl Oz' based on the brand name, product type, size, and quantity.",Coca-Cola Fridge Pack Cans | 12 Fl Oz,coke 12oz 12p,COKE CAN 35/12 OZ,True,4900005846,"{'id': 'HPZP7V7WPHF5G', 'name': 'Coca-Cola Fridge Pack Cans | 12 Fl Oz'}",DC Grocery Cash & Carry,
09BAN022038NY,90.0,"The receipt item is Joe Tea Berry Lemonade, which matches closely with the inventory item Joe Tea Joe's Peach 20oz Bottle in terms of brand, product type, and size.",Joe Tea Joe's Peach 20oz Bottle,JOY peach20oz,JOE TEA BERRY LEMONADE 12/18 OZ,True,74323400274,"{'id': '09BAN022038NY', 'name': ""Joe Tea Joe's Peach 20oz Bottle""}",DC Grocery Cash & Carry,
TX4H8540W0N84,80.0,"The receipt item 'JOE TEA BLACK CHERRY LEMONADE 12/18 OZ' matches the inventory item 'Joe Tea Peach 18oz' based on the brand 'Joe Tea', flavor 'Black Cherry Lemonade', and similar size '18 oz'. The alternate name 'Joe tea peach 18oz' also aligns with the receipt item.",Joe's Tea Peach 18oz,Joe tea peach 18oz,JOE TEA BLACK CHERRY LEMONADE 12/18 OZ,True,74323400275,"{'id': 'TX4H8540W0N84', 'name': ""Joe's Tea Peach 18oz""}",DC Grocery Cash & Carry,
SN3R49AJR813J,90.0,"The receipt item 'CANADA DRY GINGER ALE 2/12/12OZ' matches the inventory item 'Canada Dry Ginger Ale Soda - 2 L Bottle' based on the brand name, product type, and quantity.",Canada Dry Ginger Ale Soda - 2 L Bottle,canada dry ginger ale 2L,CANADA DRY GINGER ALE 2/12/12OZ,True,7800015216,"{'id': 'SN3R49AJR813J', 'name': 'Canada Dry Ginger Ale Soda - 2 L Bottle'}",DC Grocery Cash & Carry,
SN3R49AJR813J,85.0,"The inventory item 'Canada Dry Ginger Ale Soda - 2 L Bottle' matches the receipt item 'SODA CANADA D 24/12OZ GINGR ALE' in terms of brand (Canada Dry), product type (Ginger Ale), and quantity (24/12oz). The receipt item may have a typo in the quantity, but the size of 2 L in the inventory item is the closest match.",Canada Dry Ginger Ale Soda - 2 L Bottle,canada dry ginger ale 2L,SODA CANADA D 24/12OZ GINGR ALE,True,7800015213,"{'id': 'SN3R49AJR813J', 'name': 'Canada Dry Ginger Ale Soda - 2 L Bottle'}",DC Grocery Cash & Carry,
1B2JP4B9XXNX0,90.0,"The inventory item 'Slim Jim Monster 1.94 Oz' is the closest match to the receipt item 'SLIM JIM MONSTER ORIG 18CT' in terms of brand, product type, and size. The quantity difference is minor and can be attributed to packaging variations.",Slim Jim Monster 1.94 Oz,,SLIM JIM MONSTER ORIG 18CT,True,2620014061,"{'id': '1B2JP4B9XXNX0', 'name': 'Slim Jim Monster 1.94 Oz'}",DC Grocery Cash & Carry,
175X5VKZKGVQA,90.0,"The inventory item 'Snickers Full Size Chocolate Candy Bar - 1.86oz' closely matches the receipt item 'SNICKERS KING SIZE 3.290Z 24CT' in terms of brand, product type, size, and quantity.",Snickers Full Size Chocolate Candy Bar - 1.86oz,sncikers 1.86oz,SNICKERS KING SIZE 3.290Z 24CT,True,4000032252,"{'id': '175X5VKZKGVQA', 'name': 'Snickers Full Size Chocolate Candy Bar - 1.86oz'}",DC Grocery Cash & Carry,
50536PWGYEA4J,90.0,"The inventory item 'M&M's M & M Milk Chocolate Candy' matches the receipt item 'M&M MILK CHOCOLATE 36CT' in terms of brand, product type, and quantity.",M&M's M & M Milk Chocolate Candy,M&M plain 1.69oz,M&M MILK CHOCOLATE 36CT,True,4000049991,"{'id': '50536PWGYEA4J', 'name': ""M&M's M & M Milk Chocolate Candy""}",DC Grocery Cash & Carry,
EPP9E650379SA,80.0,"The receipt item mentions Hershey's milk chocolate, which matches the inventory item 'Hersheys Milk choc 1.55oz'. The quantity of 36CT also aligns with the single 1.55oz size of the inventory item.",Hersheys Milk choc 1.55oz,Milk choc 1.55oz,HERSHEYS MILK CHOCOLATE 36CT,True,3400024985,"{'id': 'EPP9E650379SA', 'name': 'Hersheys Milk choc 1.55oz'}",DC Grocery Cash & Carry,
8Z18WZ4FPGN9T,90.0,"The inventory item 'Skittles Original Bite Size Candies 2.17 Oz. Bag' closely matches the receipt item 'SKITTLES SOUR 1.8OZ 24CT' in terms of brand, product type, and size. The alternate name 'skittle 2.17oz orig' also aligns well with the receipt item description.",Skittles Original Bite Size Candies 2.17 Oz. Bag,skittle 2.17oz orig,SKITTLES SOUR 1.8OZ 24CT,True,4000001266,"{'id': '8Z18WZ4FPGN9T', 'name': 'Skittles Original Bite Size Candies 2.17 Oz. Bag'}",DC Grocery Cash & Carry,
8S5NC02VN99H8,90.0,"The inventory item 'Skittles wild berry 61.5g' is the closest match to the receipt item 'SKITTLES WILD BERRY 36/2.17OZ' in terms of flavor, size, and packaging quantity.",Skittles wild berry 61.5g,Skittles wild berry 61.5g,SKITTLES WILD BERRY 36/2.17OZ,True,4000001162,"{'id': '8S5NC02VN99H8', 'name': 'Skittles wild berry 61.5g'}",DC Grocery Cash & Carry,
8Z18WZ4FPGN9T,90.0,"The receipt item matches the inventory item 'Skittles Original Bite Size Candies 2.17 Oz. Bag' in terms of brand, product type, size, and quantity.",Skittles Original Bite Size Candies 2.17 Oz. Bag,skittle 2.17oz orig,SKITTLES ORIGINAL 2.17OZ 36CT,True,4000001160,"{'id': '8Z18WZ4FPGN9T', 'name': 'Skittles Original Bite Size Candies 2.17 Oz. Bag'}",DC Grocery Cash & Carry,
K3WKA023HRSH4,90.0,"The receipt item is similar to the inventory item 'Twizzlers Twists Strawberry Flavored Chewy Candy | Low Fat | 5 Oz | King Size Bag' in terms of brand, product type, size, and quantity.",Twizzlers Twists Strawberry Flavored Chewy Candy | Low Fat | 5 Oz | King Size Bag,Twizzler king 5oz,TWIZZLERS KING SZ BAG15CT,True,3400053103,"{'id': 'K3WKA023HRSH4', 'name': 'Twizzlers Twists Strawberry Flavored Chewy Candy | Low Fat | 5 Oz | King Size Bag'}",DC Grocery Cash & Carry,
GVYHZ8ZRR0XHW,90.0,The receipt item and inventory item both mention 'Starburst Minis' and '1.85oz'. The alternate name also matches closely.,Starburst Fruit Chews | Original | Minis | Unwrapped,starburst mini 1.85oz,STARBURST MINIS ORIGINAL 24/1.85OZ,True,2200011591,"{'id': 'GVYHZ8ZRR0XHW', 'name': 'Starburst Fruit Chews | Original | Minis | Unwrapped'}",DC Grocery Cash & Carry,
HR6MDSS7ST4M6,90.0,"The receipt item 'KIT KAT BIG KAT KING SIZE 16CT' matches the inventory item 'Kit Kat King' based on the brand name, product type, and quantity.",Kit Kat King,,KIT KAT BIG KAT KING SIZE 16CT,True,3400024521,"{'id': 'HR6MDSS7ST4M6', 'name': 'Kit Kat King'}",DC Grocery Cash & Carry,
057CNZQHJEZM8,90.0,"The receipt item 'TRIDENT ISLAND BERRY LIME12CT' closely matches the inventory item 'Trident Island Berry Lime Sugar Free Gum | 14 Piece Pack' in terms of brand, flavor, and pack size.",Trident Island Berry Lime Sugar Free Gum | 14 Piece Pack,Trident berry Lime 14s,TRIDENT ISLAND BERRY LIME12CT,True,1254600190,"{'id': '057CNZQHJEZM8', 'name': 'Trident Island Berry Lime Sugar Free Gum | 14 Piece Pack'}",DC Grocery Cash & Carry,
J14RTCGRKHP06,90.0,"The inventory item 'Twizzlers 2.5oz' is the closest match to the receipt item 'TWIZZLERS STRAWBERRY TWISTS 18/2.5OZ' in terms of brand, product type, and size.",Twizzlers 2.5oz,Twizzlers 2.5oz,TWIZZLERS STRAWBERRY TWISTS 18/2.5OZ,True,3400054412,"{'id': 'J14RTCGRKHP06', 'name': 'Twizzlers 2.5oz'}",DC Grocery Cash & Carry,
QF5Y6BX2MK0W4,85.0,The receipt item mentions 'FIVE GUM' which matches the brand name in the inventory item. Both items are gum products and the quantity of '10 CT' matches the '15s' quantity in the alternate name of the inventory item.,5 Gum Wrigley’s Five Rain Sugar Free 1,5 gum Rain 15s,FIVE GUM SOUR STRBRY FLOOD 10 CT,True,2200011045,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",DC Grocery Cash & Carry,
2MGE48Z2SEEQM,90.0,"The inventory item 'Snickers Barra De Chocolate 52.7Gr' closely matches the receipt item 'SNICKERS 48CT' in terms of brand, product type, and quantity. The alternate name 'snickers 52.7g' also aligns well with the receipt item.",Snickers Barra De Chocolate 52.7Gr,snickers 52.7g,SNICKERS 48CT,True,4000051426,"{'id': '2MGE48Z2SEEQM', 'name': 'Snickers Barra De Chocolate 52.7Gr'}",DC Grocery Cash & Carry,
0WTC5VZF0C0XR,90.0,"The receipt item and inventory item both refer to Reese's Peanut Butter Cups, with similar sizes and quantities.",Reese's Big Cup Milk Chocolate King Size Peanut Butter Cups Candy Pack,Reeses Big cups,REESES PNB BIG CUP KING SZ 16/1.4OZ,True,3400043096,"{'id': '0WTC5VZF0C0XR', 'name': ""Reese's Big Cup Milk Chocolate King Size Peanut Butter Cups Candy Pack""}",DC Grocery Cash & Carry,
QF5Y6BX2MK0W4,90.0,"The receipt item is Wrigley Five Gum 15 Stick Cobalt 10ct, which closely matches the inventory item Wrigley's Five Gum Rain Sugar Free 15s in terms of brand, product type, size, and quantity.",5 Gum Wrigley’s Five Rain Sugar Free 1,5 gum Rain 15s,WRIGLEY FIVE GUM 15 STICK COBALT 10CT,True,2200010506,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",DC Grocery Cash & Carry,
HR6MDSS7ST4M6,90.0,"The receipt item 'KIT KAT BAR 36CT' matches the inventory item 'Kit Kat King' in terms of brand name, product type, and quantity.",Kit Kat King,,KIT KAT BAR 36CT,True,3400024600,"{'id': 'HR6MDSS7ST4M6', 'name': 'Kit Kat King'}",DC Grocery Cash & Carry,
QC5AZXF8EM4PM,90.0,"The receipt item 'JACK LINKS BEEF JERKEY PEPPERED 10/1.25O' closely matches the inventory item 'Jack Link's Original Beef Jerky Meat Snacks | 1.25 Oz' in terms of brand, product type, and size.",Jack Link's Original Beef Jerky Meat Snacks | 1.25 Oz,J Links bf jerky orig 1.25oz,JACK LINKS BEEF JERKEY PEPPERED 10/1.25O,True,1708287748,"{'id': 'QC5AZXF8EM4PM', 'name': ""Jack Link's Original Beef Jerky Meat Snacks | 1.25 Oz""}",DC Grocery Cash & Carry,
YXYJX02QP429E,90.0,"The receipt item 'TRIDENT WATERMELON TWIST 12CT' matches the inventory item 'Trident Watermelon Twist Sugar Free Gum | 14 Piece Pack' based on the similar product type, flavor, and quantity.",Trident Watermelon Twist Sugar Free Gum | 14 Piece Pack,Trident water 14s,TRIDENT WATERMELON TWIST 12CT,True,1254601112,"{'id': 'YXYJX02QP429E', 'name': 'Trident Watermelon Twist Sugar Free Gum | 14 Piece Pack'}",DC Grocery Cash & Carry,
ESD23576FJFEM,80.0,"The receipt item 'YORK PEPPERMINT PATTIES 36CT' matches the inventory item 'York pepper pattie 1.4oz' based on the similarity in brand name, product type (peppermint patties), and quantity (36ct). The alternate name also aligns closely.",York pepper pattie 1.4oz,York pepper pattie 1.4oz,YORK PEPPERMINT PATTIES 36CT,True,3400090330,"{'id': 'ESD23576FJFEM', 'name': 'York pepper pattie 1.4oz'}",DC Grocery Cash & Carry,
PESNS0SE4JJPA,90.0,"The receipt item 'JACK LINKS BEEF JERKEY SWEET&H 10/1.25OZ' closely matches the inventory item 'Jack Link's 10000008342 Beef Jerky | 1.25 Oz | Sweet And Hot' in terms of brand, product type, size, and quantity.",Jack Link's 10000008342 Beef Jerky | 1.25 Oz | Sweet And Hot,J Links bf jky sweey&hot 35g,JACK LINKS BEEF JERKEY SWEET&H 10/1.25OZ,True,1708287731,"{'id': 'PESNS0SE4JJPA', 'name': ""Jack Link's 10000008342 Beef Jerky | 1.25 Oz | Sweet And Hot""}",DC Grocery Cash & Carry,
T0CJ0W7H0QRFM,90.0,"The receipt item 'JACK LINKS BEEF JERKEY TERIYAK 10/1.25OZ' closely matches the inventory item 'Jack Link's 1.25 Ounce Beef Teriyaki Jerky 1' in terms of brand, product type, size, and quantity.",Jack Link's 1.25 Ounce Beef Teriyaki Jerky 1,Jack jerky Teriyaki 1.25oz,JACK LINKS BEEF JERKEY TERIYAK 10/1.25OZ,True,1708287750,"{'id': 'T0CJ0W7H0QRFM', 'name': ""Jack Link's 1.25 Ounce Beef Teriyaki Jerky 1""}",DC Grocery Cash & Carry,
5JMFD7Q4ZRSB6,90.0,"The receipt item 'WRIGLEY JUICY FRIUT .50P PD 5 STICK/40CT' matches the inventory item 'Wrigley's Juicy Fruit Single' based on the brand name, product type, and quantity.",Wrigley's Juicy Fruit Single,juicy fruit 5s,WRIGLEY JUICY FRIUT .50P PD 5 STICK/40CT,True,2200029325,"{'id': '5JMFD7Q4ZRSB6', 'name': ""Wrigley's Juicy Fruit Single""}",DC Grocery Cash & Carry,
,0.0,There is no exact match for the receipt item 'RICE KRISPIESTREATS BIG BAR ORIGINAL12CT' in the available inventory items.,,,RICE KRISPIESTREATS BIG BAR ORIGINAL12CT,True,3800059098,,DC Grocery Cash & Carry,
0A7W7Z22A2JYR,90.0,"The receipt item 'TRIDENT BUBBLE GUM 12/12CT' matches the inventory item 'Trident Bubblegum Sugar Free Gum | 14 Piece Pack' based on the similar product type, brand, and pack size.",Trident Bubblegum Sugar Free Gum | 14 Piece Pack,Trident bobble 14s,TRIDENT BUBBLE GUM 12/12CT,True,1254601143,"{'id': '0A7W7Z22A2JYR', 'name': 'Trident Bubblegum Sugar Free Gum | 14 Piece Pack'}",DC Grocery Cash & Carry,
JXEVFT0G1WHDM,80.0,"The inventory item 'Butterfinger Candy Bar 1.9 Oz. Pack' is the closest match in terms of product type, size, and quantity to the receipt item 'MR. GOODBAR 1.72OZ 36CT'. The brand and type of candy bar are similar, and the size is close as well.",Butterfinger Candy Bar 1.9 Oz. Pack,butterfinger 1.9oz,MR. GOODBAR 1.72OZ 36CT,True,3400024300,"{'id': 'JXEVFT0G1WHDM', 'name': 'Butterfinger Candy Bar 1.9 Oz. Pack'}",DC Grocery Cash & Carry,
ETJF15PAB9TCY,90.0,"The receipt item is 'TICTAC SINGLES ORANGE 1OZ 12CT', which matches closely with the inventory item 'tictac orange 1oz'. The brand, product type, size, and quantity all align well.",tictac orange 1oz,tictac orange 1oz,TICTAC SINGLES ORANGE 1OZ 12CT,True,980005773,"{'id': 'ETJF15PAB9TCY', 'name': 'tictac orange 1oz'}",DC Grocery Cash & Carry,
E7KHB5M55T6VA,90.0,"The inventory item 'Hershey's Milk Chocolate With Whole Almonds' closely matches the receipt item 'HERSHEYS MILK CHOCOLATE W/ALMOND 36CT' in terms of brand, product type, and inclusion of almonds.",Hershey's Milk Chocolate With Whole Almonds,Hersheys milk whl almond 41g,HERSHEYS MILK CHOCOLATE W/ALMOND 36CT,True,3400024100,"{'id': 'E7KHB5M55T6VA', 'name': ""Hershey's Milk Chocolate With Whole Almonds""}",DC Grocery Cash & Carry,
