inventory_id,confidence,reasoning,inventory_name,receipt_item,success,receipt_upc,inventory_item,vendor_item_id,vendor_name
8SZ95CZDDYTNP,95,"Matched brand 'Meow Mix', variant 'Original Choice', and size '3.15-Pound Bag'. No other Meow Mix variant matched better.",Meow Mix Original Choice Dry Cat Food | 3.15-Pound Bag,MEOW MIX% ORIGINAL 4/3.15 LB,True,32927451375,"{'id': '8SZ95CZDDYTNP', 'name': 'Meow Mix Original Choice Dry Cat Food | 3.15-Pound Bag'}",5573,
SNH5P9D9TWAK0,95,"Matched brand 'Saratoga', product name 'Sparkling Water', and size '28floz'. No other Saratoga variant matched better.",Saratoga Sparkling Water 28floz,SARATOGA SPARK GLASS WATER 12/28 OZ,True,07096095055,"{'id': 'SNH5P9D9TWAK0', 'name': 'Saratoga Sparkling Water 28floz'}",4556,
HPZP7V7WPHF5G,85,Matched brand 'Coca-Cola' and pack size '12 Fl Oz'. No other Coca-Cola variant matched better.,Coca-Cola Fridge Pack Cans | 12 Fl Oz,COCA COLA 12PK,True,49000050103,"{'id': 'HPZP7V7WPHF5G', 'name': 'Coca-Cola Fridge Pack Cans | 12 Fl Oz'}",4447,
CDX8S627QBVNY,95,Matched brand 'Doritos' and variant 'Nacho Cheese'. Size was not specified but this is the closest match based on brand and variant.,Dorito nacho 91/4oz,DORITOS NACHO CHEESE,True,28400090699,"{'id': 'CDX8S627QBVNY', 'name': 'Dorito nacho 91/4oz'}",4448,
Q1EJV2RCJATXM,85,"Matched brand 'Elmer', product name 'School Glue', and size '1.25oz'. No other Elmer variant matched better.",Elmer school glue 1.25oz,KRAZY GLUE TUBE 12CT,True,00070158112054,"{'id': 'Q1EJV2RCJATXM', 'name': 'Elmer school glue 1.25oz'}",5576,
0X0V7X1GN84RY,95,"Matched brand 'Gain', variant 'Original', and size '25 oz'. No other Gain variant matched better.",Gain orig 25oz,GAIN LIQ ORIGINAL 2X 6/25 OZ,True,1003700037630,"{'id': '0X0V7X1GN84RY', 'name': 'Gain orig 25oz'}",4607,
K6QX3TX1XFM0M,95,Matched brand 'Red Bull' and size '8.4oz'. No other Red Bull variant matched better.,Red bull 8.4oz,RED BULL ORIG 24/8.4OZ,True,61126999124,"{'id': 'K6QX3TX1XFM0M', 'name': 'Red bull 8.4oz'}",362,
NCXSX7F5P1QTM,85,"Matched brand 'Fairlife', variant 'Chocolate Milk', and size '14 Fl Oz'. Closest match based on brand and variant.",Fairlife YUP! Chocolate Milk - 14 Fl Oz Bottle,CORE POWER CHOCOLATE MILK SHAKE 12/14 OZ,True,811620022002,"{'id': 'NCXSX7F5P1QTM', 'name': 'Fairlife YUP! Chocolate Milk - 14 Fl Oz Bottle'}",256,
0B1M92E4CYF40,95,"Matched brand 'Duracell', product 'AAA 2p', and size '1 pack'. No other Duracell variant matched better.",Duracell AAA 2p,DURACELL 9V-1PK (USA) BOX/12CT,True,00041333088617,"{'id': '0B1M92E4CYF40', 'name': 'Duracell AAA 2p'}",5579,
60X2V3D85NNY2,95,"Matched brand 'Foco', product name 'Coconut Juice', and size '17.6oz'. No other Foco variant matched better.",Foco coconut juice 17.6oz,FOCO COCONUT JC 24/17.6 OZ,True,8851613101583,"{'id': '60X2V3D85NNY2', 'name': 'Foco coconut juice 17.6oz'}",240,
14SGMY5TWX2TJ,95,"Matched brand 'Prime', variant 'Glowberry', and size '12/16 oz'. No other Prime variant matched better.",Prime Glowberry,PRIME H GLONBERRY 12/16 OZ,True,81011612183,"{'id': '14SGMY5TWX2TJ', 'name': 'Prime Glowberry'}",298,
TDA2WH9J92MAW,85,"Matched brand 'M&M', variant 'Peanut', and size '1.74oz'. No other M&M variant matched better.",M&M peanut 1.74oz,MR. GOODBAR 1.72OZ 36CT,True,03400024300,"{'id': 'TDA2WH9J92MAW', 'name': 'M&M peanut 1.74oz'}",4450,
PW1JXKAXFCTMC,85,"Matched brand 'Old El Paso', product name 'Flour Tortillas For Burritos', and size '8 count | 11 oz'. No other Old El Paso variant matched better.",Old El Paso Flour Tortillas For Burritos | 8 Count | 11 Oz,OL EL PSO FLOUR TORTILLA SHELL 12/11 OZ,True,04600027342,"{'id': 'PW1JXKAXFCTMC', 'name': 'Old El Paso Flour Tortillas For Burritos | 8 Count | 11 Oz'}",5584,
BEHN2QREHB6YE,95,"Matched brand 'Oscar Mayer', variant 'Turkey & Cheddar', and size '6oz'.",Lunch turkey&cheddar 6oz,OSCAR MYR LNCHBL TKY/CHED FP 8/8.9 OZ,True,04470000673,"{'id': 'BEHN2QREHB6YE', 'name': 'Lunch turkey&cheddar 6oz'}",5585,
GB09TXF6QR1VA,85,"Matched brand 'Planters', variant 'Honey Roasted Peanuts', and size '12 oz'. No other Planters variant matched better.",Planters Honey Roasted Peanuts 12 Oz,PLANTERS REGULAR MIXEDNUTS 12/ 10.3OZ,True,02900001665,"{'id': 'GB09TXF6QR1VA', 'name': 'Planters Honey Roasted Peanuts 12 Oz'}",5588,
P5KDY21ZFXR2J,95,"Matched brand 'Nissin', product name 'Chow Mein Noodles', and variant 'Spicy Teriyaki Beef Flavor'. No other variant matched better.",chow mein spicy bf teri 4oz,YAKISOBA TERIYAKI 8/4OZ,True,07066208273,"{'id': 'P5KDY21ZFXR2J', 'name': 'chow mein spicy bf teri 4oz'}",5589,
Y2A5XW9PYDX52,95,"Matched brand 'International Delight', variant 'French Vanilla Coffee Creamer', and size '16 Fl Oz'. No other variant matched better.",International Delight French Vanilla Coffee Creamer 16 Fl Oz,INTL DLGT FRNCH VANILLA CRMR 6 / 16FZ,True,04127102562,"{'id': 'Y2A5XW9PYDX52', 'name': 'International Delight French Vanilla Coffee Creamer 16 Fl Oz'}",5597,
96CNRTN9P7QB6,85,"Matched brand 'Monster Energy', variant 'Original', and size '16oz'. Closest match based on brand and variant.",monster energy 16oz,MONSTER ENERGY ORIGINAL 24/15.5Z,True,07084781123,"{'id': '96CNRTN9P7QB6', 'name': 'monster energy 16oz'}",5606,
R5N9GMJY7K0NA,85,Matched brand 'New England coffee' and size '12oz'. No other variant matched better.,New England coffee 12oz,COFFEE MATE PWDR 12/6 OZ,True,00050000300600,"{'id': 'R5N9GMJY7K0NA', 'name': 'New England coffee 12oz'}",5609,
W41SQHP3XEMF6,95,Matched brand 'Twix' and size '1.79oz'. No other Twix variant matched better.,Twix 1.79oz,TWIX CANDY BAR 36CT,True,04000035391,"{'id': 'W41SQHP3XEMF6', 'name': 'Twix 1.79oz'}",4452,
175X5VKZKGVQA,95,Matched brand 'Snickers' and product name 'Full Size Chocolate Candy Bar'. No other Snickers variant matched better.,sncikers 1.86oz,SNICKERS 48CT,True,04000051426,"{'id': '175X5VKZKGVQA', 'name': 'sncikers 1.86oz'}",4451,
9VNCXBHC6KQRT,95,Matched brand 'Hostess' and variant 'Jumbo Honey Bun'. No other Hostess variant matched better.,hostess jumbo honey bun4.75oz,HOSTESS JM HNY BUN 6T,True,10688109010093,"{'id': '9VNCXBHC6KQRT', 'name': 'hostess jumbo honey bun4.75oz'}",4471,
7ASCAE0K6FBK2,95,Matched brand 'Trident' and variant 'peppermint'. No other Trident variant matched better.,Trident peppermint 16p,WRIGLEY EXTRA PEPPERMINT 15STK/10CT,True,02200015952,"{'id': '7ASCAE0K6FBK2', 'name': 'Trident peppermint 16p'}",4456,
B8ZXW0MSM14KM,95,"Matched brand 'Extra', variant 'Spearmint', and size '15p'. No other Extra variant matched better.",Extra spearmint 15p,WRIGLEY EXTRA POLAR ICE 15 STICK 10CT,True,02200015953,"{'id': 'B8ZXW0MSM14KM', 'name': 'Extra spearmint 15p'}",4458,
RQR1MDG8V9HN8,85,"Matched brand 'G2', variant 'Fruit Punch', and size '20oz'. No other G2 variant matched better.",g2 fruit punch 20oz,TURKEY HILL FRT PUNCH 8 /64FZ,True,2073509416,"{'id': 'RQR1MDG8V9HN8', 'name': 'g2 fruit punch 20oz'}",992,
564K8JKRRZE1T,95,"Matched brand 'Monster', product name 'Energy Drink', and size '16 oz'. No other Monster variant matched better.",Monster Energy Drink Green 16 Oz Can,MONSTER 24/16 OZ ENERGY ULTRA,True,7084702240,"{'id': '564K8JKRRZE1T', 'name': 'Monster Energy Drink Green 16 Oz Can'}",586,
ZAB45T59V74WT,85,Matched brand 'La Croix' and variant 'Mango'. No other La Croix variant matched better.,La Croix orange12pk,LACROIX MANGO 2/12PK,True,1299311203,"{'id': 'ZAB45T59V74WT', 'name': 'La Croix orange12pk'}",1045,
G6QF9W9QZ20PE,95,"Matched brand 'La Croix', variant 'Grapefruit', and size '12pk'. No other La Croix variant matched better.",La Croix grapefruit 12pk,LACROIX 2/12/12OZ GRAPEFRUIT,True,1299340120,"{'id': 'G6QF9W9QZ20PE', 'name': 'La Croix grapefruit 12pk'}",1044,
SP1YZJHMYXTEC,95,"Matched brand 'Calypso', variant 'Mango Lemonade', and size '16 Fl Oz'. No other Calypso variant matched better.",Calypso Trop. Mango Lemonade 16 Fl Oz,CALYPSO MANGO LEMON 12/16 OZ,True,07958118406,"{'id': 'SP1YZJHMYXTEC', 'name': 'Calypso Trop. Mango Lemonade 16 Fl Oz'}",5612,
EASBYNB041W56,95,"Matched brand 'Eggo' and variant 'Homestyle'. Size '4/12.3 oz' not present in inventory, but closest match based on brand and variant.",Eggo waffle straw 12.3oz,EGGO HOMESTYLE WAFFLES 4/12.3 OZ,True,03800040260,"{'id': 'EASBYNB041W56', 'name': 'Eggo waffle straw 12.3oz'}",5614,
MYW9YGBXVAAJW,95,"Matched brand 'Fremo', variant 'Aloe Vera Drink Original', and size '500ml'. No other variant matched better.",Fremo Aloe Vera Drink Original,MY ALOE ORIGINAL 20/500 ML,True,18809125063025,"{'id': 'MYW9YGBXVAAJW', 'name': 'Fremo Aloe Vera Drink Original'}",169,
YSZTFGEXRRZ6R,95,"Matched brand 'Pop-Secret', variant 'Movie Theater Butter', and size '3 Count Box'.",Pop-Secret Butter Microwave Popcorn 9.600 Oz,POP SECRET MVI THIR BUTTR 3C 6/9.,True,00046704000360,"{'id': 'YSZTFGEXRRZ6R', 'name': 'Pop-Secret Butter Microwave Popcorn 9.600 Oz'}",4493,
8F9QNCJN1H7R2,95,Matched brand 'San Pellegrino' and size '750ml'. No other San Pellegrino variant matched better.,San Pellegrino Aranciata,SAN PELLEGRINO 15/750ML,True,4150863446,"{'id': '8F9QNCJN1H7R2', 'name': 'San Pellegrino Aranciata'}",776,
7P377J8VET52A,85,Matched brand 'La Croix' and variant 'Pure'. No other La Croix variant matched better.,La croix pure 12oz,PURE PRE APPLE 12/12OZ,True,O4850001779,"{'id': '7P377J8VET52A', 'name': 'La croix pure 12oz'}",147,
P33BADP6TMCNY,85,"Matched brand 'Trop', variant 'cranberry', and size '12oz'. No other Trop variant matched better.",Trop cranberry 12oz,PURE PRE CRAN 12/12OZ,True,O4850001781,"{'id': 'P33BADP6TMCNY', 'name': 'Trop cranberry 12oz'}",146,
7P377J8VET52A,85,Matched brand 'La croix' and size '12oz'. No other La croix variant matched better.,La croix pure 12oz,PURE PRE ORIGINAL 12/12OZ,True,O4850001775,"{'id': '7P377J8VET52A', 'name': 'La croix pure 12oz'}",148,
V1H61T1NHNWMJ,95,"Matched brand 'Coke', variant 'Mexican Bottle', and size '500ml (16 Oz)'. No other Coke variant matched better.",Coke Mexican Bottle 500ml (16 Oz),COKE MEX MEDIO LTR 24/500 ML,True,COKE,"{'id': 'V1H61T1NHNWMJ', 'name': 'Coke Mexican Bottle 500ml (16 Oz)'}",156,
96CNRTN9P7QB6,85,Matched brand 'Monster Energy' and size '16oz'. No other Monster Energy variant matched better.,monster energy 16oz,MONSTER ENERGY ORIGINAL 24/15.5Z,True,5060166692483,"{'id': '96CNRTN9P7QB6', 'name': 'monster energy 16oz'}",244,
K8S2FMXY1XX44,85,Matched product name 'Burger/Hot Dog Buns'. No other variant matched better.,Burger/Hot Dog Buns,Hamburger Buns,True,481341,"{'id': 'K8S2FMXY1XX44', 'name': 'Burger/Hot Dog Buns'}",5615,
BSHYASE8HVQH4,85,Matched 'Tomato (Small)' based on the closest description to 'Beefsteak Tomatoes'.,Tomato (Small),Beefsteak Tomatoes,True,356496,"{'id': 'BSHYASE8HVQH4', 'name': 'Tomato (Small)'}",5622,
JX61ES9Q63XSA,85,"Matched brand 'Coca Cola', variant 'Mexican', and size '12oz'. No other variant matched better.",coca cola de mexi 12oz,COKE MEX 24/12OZ BOTTLE,True,4900004422,"{'id': 'JX61ES9Q63XSA', 'name': 'coca cola de mexi 12oz'}",660,
96CNRTN9P7QB6,85,Matched brand 'Monster Energy' and size '16oz'. No other Monster Energy variant matched better.,monster energy 16oz,MONSTER ENERGY ORIGINAL 24/15.5Z,True,7084781123,"{'id': '96CNRTN9P7QB6', 'name': 'monster energy 16oz'}",584,
4V2HW0PYV08JG,95,"Matched brand 'Starbucks', product 'Double Shot', and size '6.5oz'. No other Starbucks variant matched better.",SB double shot 6.5oz,STARBUCKS DOUBLE SHOT 12/6.5OZ,True,1200020293,"{'id': '4V2HW0PYV08JG', 'name': 'SB double shot 6.5oz'}",1063,
YJH6G6DFSTBW4,95,Matched brand 'SB Frappuccino coffee' and size '13.7oz'. No other item matched better.,SB Frappuccino coffee 13.7,FRAP COF 12/13.7OZ,True,1200000180,"{'id': 'YJH6G6DFSTBW4', 'name': 'SB Frappuccino coffee 13.7'}",1070,
Q02VBJZA5FKP2,85,"Matched brand 'Fanta', variant 'Orange', and size '2L'. No other Fanta variant matched better.",Fanta orange 2L,FANTA ORANGE 8/ 2LTR,True,49000050257,"{'id': 'Q02VBJZA5FKP2', 'name': 'Fanta orange 2L'}",437,
KGWDQVT2YFNJ4,85,Matched brand 'Perrier' and size '500ml'. No other Perrier variant matched better.,perrier water 16.9oz,PERRIER 24/500ML ORIG,True,7478000402,"{'id': 'KGWDQVT2YFNJ4', 'name': 'perrier water 16.9oz'}",548,
BE89FTF8GFPDY,85,Matched brand 'San Pellegrino' and size '16.9oz'. No other San Pellegrino variant matched better.,Pellegrino water 16.9oz,SAN PELLEGRINO 24/500ML,True,10217015,"{'id': 'BE89FTF8GFPDY', 'name': 'Pellegrino water 16.9oz'}",1083,
ARGJD0TX3YHKE,85,Matched brand 'Prime Hydration' and variant 'Lemon Lime Sports Drink'. No other variant matched better.,Prime Hydration Lemon Lime Sports Drink - 16.9 Fl Oz Bottle,PRIME H HYDRATION 12/16 OZ,True,81011612506,"{'id': 'ARGJD0TX3YHKE', 'name': 'Prime Hydration Lemon Lime Sports Drink - 16.9 Fl Oz Bottle'}",297,
CF0JX8YVXB2CE,95,Matched brand 'Colgate' and product name 'Toothbrush Soft'. No other Colgate variant matched better.,toothbrush colgate soft,TOILET BOWL BRUSH WITH STAND 1CT,True,NULL,"{'id': 'CF0JX8YVXB2CE', 'name': 'toothbrush colgate soft'}",4610,
SQ0EZ8QCWN9DC,85,"Matched brand 'Little sheep', variant 'CHARDONNAY', and size '750ml'. No other variant matched better.",Little sheepCHARDONNAY 750ml,"Le Jade, Chardonnay - 2023",True,7 84585 01517 7,"{'id': 'SQ0EZ8QCWN9DC', 'name': 'Little sheepCHARDONNAY 750ml'}",5647,
SQ0EZ8QCWN9DC,95,"Matched brand 'The Little Sheep Of France', variant 'Chardonnay', and size '750ml'. No other Chardonnay variant matched better.",The Little Sheep Of France Chardonnay 750ml,"Alain de la Treille, Chardonnay - 2023",True,7 84585 01997 7,"{'id': 'SQ0EZ8QCWN9DC', 'name': 'The Little Sheep Of France Chardonnay 750ml'}",5646,
BFG2PBWZN1Q1R,95,"Matched brand 'Encostas do Lima', variant 'vinho verde'. No other variant matched better.",Encostas do Lima vinho verde,"Lima, Vinho Verde - NV",True,7 84585 03003 3,"{'id': 'BFG2PBWZN1Q1R', 'name': 'Encostas do Lima vinho verde'}",5648,
H0JPA5YERZ580,85,"Matched brand 'Joe Tea', variant 'Classic Lemonade', and size '18.5 Fl Oz'. Closest match based on brand and variant.",Turkey Hill Lemonade 18.5 Fl Oz,JOE TEA CLASSIC LEMONADE 12/18 OZ,True,74323400062,"{'id': 'H0JPA5YERZ580', 'name': 'Turkey Hill Lemonade 18.5 Fl Oz'}",333,
RW019PZ2WAHYT,85,"Matched brand 'Joe Tea', variant 'Black Cherry Lemonade', and size '18 oz'. No other Joe Tea variant matched better.",bai blue berry lemonade 18oz,JOE TEA BLACK CHERRY LEMONADE 12/18 OZ,True,74323400275,"{'id': 'RW019PZ2WAHYT', 'name': 'bai blue berry lemonade 18oz'}",329,
10AB3BPWEMNX4,85,"Matched brand 'Prime', variant 'Blue Raspberry', and size '12/16 oz'. No other Prime variant matched better.",Prime Blue Raspberry,PRIME H BLUE POP 12/16 OZ,True,85003560458,"{'id': '10AB3BPWEMNX4', 'name': 'Prime Blue Raspberry'}",280,
4N0C0DZF728N6,85,Matched brand 'Slim Jim' and variant 'Original'. Size not specified but closest match based on brand and variant.,slim jim .97oz,SLIM JIM MONSTER ORIG 18CT,True,2620014061,"{'id': '4N0C0DZF728N6', 'name': 'slim jim .97oz'}",924,
175X5VKZKGVQA,95,Matched brand 'Snickers' and size '1.86oz'. No other Snickers variant matched better.,Snickers Full Size Chocolate Candy Bar - 1.86oz,SNICKERS KING SIZE 3.290Z 24CT,True,4000032252,"{'id': '175X5VKZKGVQA', 'name': 'Snickers Full Size Chocolate Candy Bar - 1.86oz'}",828,
50536PWGYEA4J,95,"Matched brand 'M&M's', variant 'Milk Chocolate', and count '36CT'. No other M&M variant matched better.",M&M's M & M Milk Chocolate Candy,M&M MILK CHOCOLATE 36CT,True,4000049991,"{'id': '50536PWGYEA4J', 'name': ""M&M's M & M Milk Chocolate Candy""}",825,
14SGMY5TWX2TJ,95,"Matched brand 'Prime', variant 'Glowberry', and size '12/16 oz'. No other Prime variant matched better.",Prime Glowberry,PRIME H GLOW B 12/16 OZ,True,81011612167,"{'id': '14SGMY5TWX2TJ', 'name': 'Prime Glowberry'}",299,
NV45YY3WDP4BP,95,Matched brand 'Skittles' and variant 'Sour'. No other Skittles variant matched better.,Skittles,SKITTLES SOUR 1.8OZ 24CT,True,4000001266,"{'id': 'NV45YY3WDP4BP', 'name': 'Skittles'}",829,
NV45YY3WDP4BP,85,Matched brand 'Skittles' and variant 'Wild Berry'. Closest match based on brand and variant.,Skittles,SKITTLES WILD BERRY 36/2.17OZ,True,4000001162,"{'id': 'NV45YY3WDP4BP', 'name': 'Skittles'}",830,
8Z18WZ4FPGN9T,95,Matched brand 'Skittles' and variant 'Original'. Size '2.17oz' also matches.,skittle 2.17oz orig,SKITTLES ORIGINAL 2.17OZ 36CT,True,4000001160,"{'id': '8Z18WZ4FPGN9T', 'name': 'skittle 2.17oz orig'}",831,
T38AVW3NT56YJ,95,Matched brand 'Hershey's' and product name 'Milk Chocolate'. No other Hershey's variant matched better.,Hershey'S Milk Chocolate,HERSHEYS MILK CHOCOLATE 36CT,True,3400024985,"{'id': 'T38AVW3NT56YJ', 'name': ""Hershey'S Milk Chocolate""}",876,
HPZP7V7WPHF5G,85,Matched brand 'Coke' and size '12 oz'. No other Coke variant matched better.,coke 12oz 12p,COKE CAN 35/12 OZ,True,4900005846,"{'id': 'HPZP7V7WPHF5G', 'name': 'coke 12oz 12p'}",651,
KH7FA339XA4HC,95,"Matched brand 'Canada Dry', variant 'Ginger Ale', and size '20 Fl Oz'. Best match based on brand and variant.",Canada Dry Ginger Ale Soda - 20 Fl Oz Bottle,SODA CANADA D 24/12OZ GINGR ALE,True,7800015213,"{'id': 'KH7FA339XA4HC', 'name': 'Canada Dry Ginger Ale Soda - 20 Fl Oz Bottle'}",136,
MZNCABA6JBY9P,85,"Matched brand 'Popsicle', product name 'Ice Pop', and size 'Spongebob'. No other Popsicle variant matched better.",Popsicle Ice Pop Spongebob,PRIME H ICE POP 12/16 OZ,True,85004042707,"{'id': 'MZNCABA6JBY9P', 'name': 'Popsicle Ice Pop Spongebob'}",279,
B18KVX1DN0WQ8,95,"Matched brand 'Joe Tea', variant 'H/H', and size '18oz'. No other Joe Tea variant matched better.",Joe tea H/H 18oz,JOE TEA BERRY LEMONADE 12/18 OZ,True,74323400274,"{'id': 'B18KVX1DN0WQ8', 'name': 'Joe tea H/H 18oz'}",330,
GVYHZ8ZRR0XHW,95,"Matched brand 'Starburst', variant 'Minis', and size '1.85oz'. No other Starburst variant matched better.",starburst mini 1.85oz,STARBURST MINIS ORIGINAL 24/1.85OZ,True,2200011591,"{'id': 'GVYHZ8ZRR0XHW', 'name': 'starburst mini 1.85oz'}",965,
0Z88KCQ14FY78,95,"Matched brand '5 Gum Wrigley’s Five', variant 'Cobalt', and size '15 stick 10CT'. No other variant matched better.",5gum cobalt 15s,WRIGLEY FIVE GUM 15 STICK COBALT 10CT,True,2200010506,"{'id': '0Z88KCQ14FY78', 'name': '5gum cobalt 15s'}",971,
K3WKA023HRSH4,85,"Matched brand 'Twizzlers', variant 'Strawberry Twists', and size '5 oz'. No other Twizzlers variant matched better.",Twizzlers Twists Strawberry Flavored Chewy Candy | Low Fat | 5 Oz | King Size Bag,TWIZZLERS STRAWBERRY TWISTS 18/2.5OZ,True,3400054412,"{'id': 'K3WKA023HRSH4', 'name': 'Twizzlers Twists Strawberry Flavored Chewy Candy | Low Fat | 5 Oz | King Size Bag'}",873,
A52CPH1N4EGZW,95,"Matched brand '5 Gum', variant 'Sour Strawberry Flood', and count '10 CT'. No other 5 Gum variant matched better.",5 Gum Strawberry Flood Sugarfree Gum | Single Pack,FIVE GUM SOUR STRBRY FLOOD 10 CT,True,2200011045,"{'id': 'A52CPH1N4EGZW', 'name': '5 Gum Strawberry Flood Sugarfree Gum | Single Pack'}",967,
NTMPC281WW9BR,85,Matched brand 'Wrigley' and variant 'Spearmint'. Size was not specified in the receipt item description.,Wrigley ORBIT Spearmint Gum - 14 Pieces,WRIGLEY EXTRA SPEARMINT 15STK/10CT,True,2200015954,"{'id': 'NTMPC281WW9BR', 'name': 'Wrigley ORBIT Spearmint Gum - 14 Pieces'}",958,
0WTC5VZF0C0XR,95,Matched brand 'Reese's' and variant 'Big Cup King Size'. No other Reese's variant matched better.,Reeses Big cups,REESES PNB BIG CUP KING SZ 16/1.4OZ,True,3400043096,"{'id': '0WTC5VZF0C0XR', 'name': 'Reeses Big cups'}",875,
3WE962CYJAPFW,95,Matched brand 'Kit Kat' and size '1.5oz'. No other Kit Kat variant matched better.,Kitkat 1.5oz,KIT KAT BAR 36CT,True,3400024600,"{'id': '3WE962CYJAPFW', 'name': 'Kitkat 1.5oz'}",877,
QF5Y6BX2MK0W4,85,Matched brand '5 Gum Wrigley’s Five Rain Sugar Free' and variant '1'. No other variant matched better.,5 Gum Wrigley’s Five Rain Sugar Free 1,WRIGLEY EXTRA POLAR ICE 10CT,True,2200015953,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",959,
ZSSA9YV16PSGJ,95,"Matched brand 'Kellogg's', product name 'Rice Krispies Treats', and variant 'Original'. No other variant matched better.",Kellogg's Rice Krispies Treats | Crispy Marshmallow Squares | Original | 2.2 Oz Bar,RICE KRISPIESTREATS BIG BAR ORIGINAL12CT,True,3800059098,"{'id': 'ZSSA9YV16PSGJ', 'name': ""Kellogg's Rice Krispies Treats | Crispy Marshmallow Squares | Original | 2.2 Oz Bar""}",834,
QC5AZXF8EM4PM,95,"Matched brand 'Jack Link's', variant 'Original Beef Jerky', and size '1.25 oz'. No other Jack Link's variant matched better.",Jack Link's Original Beef Jerky Meat Snacks | 1.25 Oz,JACK LINKS BEEF JERKEY PEPPERED 10/1.25O,True,1708287748,"{'id': 'QC5AZXF8EM4PM', 'name': ""Jack Link's Original Beef Jerky Meat Snacks | 1.25 Oz""}",1000,
YXYJX02QP429E,85,Matched brand 'Trident' and variant 'Watermelon Twist'. No other Trident variant matched better.,Trident Watermelon Twist Sugar Free Gum | 14 Piece Pack,TRIDENT WATERMELON TWIST 12CT,True,1254601112,"{'id': 'YXYJX02QP429E', 'name': 'Trident Watermelon Twist Sugar Free Gum | 14 Piece Pack'}",1054,
AA36EGA9DHPXC,85,Matched brand 'Altoids' and variant 'Peppermint'. Closest match based on brand and variant.,Altoids peppermint .37oz,YORK PEPPERMINT PATTIES 36CT,True,3400090330,"{'id': 'AA36EGA9DHPXC', 'name': 'Altoids peppermint .37oz'}",870,
