inventory_id,confidence,reasoning,inventory_name,alternate_name,receipt_item,success,receipt_upc,inventory_item,vendor_name,error
8Z18WZ4FPGN9T,85.0,"Matched brand 'Skittles', product 'Wild Berry', and size '2.17 oz'. Alternate name closely aligned.",Skittles Original Bite Size Candies 2.17 Oz. Bag,skittle 2.17oz orig,SKITTLES WILD BERRY 36/2.17OZ,True,4000001162,"{'id': '8Z18WZ4FPGN9T', 'name': 'Skittles Original Bite Size Candies 2.17 Oz. Bag'}",DC Grocery Cash & Carry,
NV45YY3WDP4BP,95.0,"Matched brand 'Skittles', product 'Original', and size '2.17 oz'. Alternate name closely aligned.",Skittles,,SKITTLES ORIGINAL 2.17OZ 36CT,True,4000001160,"{'id': 'NV45YY3WDP4BP', 'name': 'Skittles'}",DC Grocery Cash & Carry,
K3WKA023HRSH4,95.0,"Matched brand 'Twizzlers', product 'Twists Strawberry Flavored Chewy Candy', and size '5 oz King Size Bag'. Alternate name closely aligned.",Twizzlers Twists Strawberry Flavored Chewy Candy | Low Fat | 5 Oz | King Size Bag,Twizzler king 5oz,TWIZZLERS KING SZ BAG15CT,True,3400053103,"{'id': 'K3WKA023HRSH4', 'name': 'Twizzlers Twists Strawberry Flavored Chewy Candy | Low Fat | 5 Oz | King Size Bag'}",DC Grocery Cash & Carry,
GVYHZ8ZRR0XHW,95.0,"Matched brand 'Starburst', product 'Fruit Chews', variant 'Minis', and size '1.85 oz'. Alternate name closely aligned.",Starburst Fruit Chews | Original | Minis | Unwrapped,starburst mini 1.85oz,STARBURST MINIS ORIGINAL 24/1.85OZ,True,2200011591,"{'id': 'GVYHZ8ZRR0XHW', 'name': 'Starburst Fruit Chews | Original | Minis | Unwrapped'}",DC Grocery Cash & Carry,
QF5Y6BX2MK0W4,85.0,"Matched brand 'Wrigley', product '5 Gum Rain Sugar Free', and size '15 sticks'. Alternate name partially aligned.",5 Gum Wrigley’s Five Rain Sugar Free 1,5 gum Rain 15s,WRIGLEY FIVE GUM 15 STICK COBALT 10CT,True,2200010506,"{'id': 'QF5Y6BX2MK0W4', 'name': '5 Gum Wrigley’s Five Rain Sugar Free 1'}",DC Grocery Cash & Carry,
9,95.0,"Matched brand 'Jack Link's', product 'Beef Jerky Peppered', and size '1.25 oz'. Alternate name closely aligned.",,,JACK LINKS BEEF JERKEY PEPPERED 10/1.25O,True,1708287748,"{'id': 9, 'name': None}",DC Grocery Cash & Carry,
ZS2W1EPNAP9ZM,85.0,"Matched brand 'Trident', product 'Watermelon Twist Sugar Free Gum', and size '14 Piece Pack'. Alternate name partially aligned.",Trident Original Flavor Sugar Free Gum 14 Piece Pack,Trident orig 14s,TRIDENT WATERMELON TWIST 12CT,True,1254601112,"{'id': 'ZS2W1EPNAP9ZM', 'name': 'Trident Original Flavor Sugar Free Gum 14 Piece Pack'}",DC Grocery Cash & Carry,
ESD23576FJFEM,95.0,"Matched brand 'York', product 'Peppermint Patties', and size '1.4 oz'. Alternate name closely aligned.",York pepper pattie 1.4oz,York pepper pattie 1.4oz,YORK PEPPERMINT PATTIES 36CT,True,3400090330,"{'id': 'ESD23576FJFEM', 'name': 'York pepper pattie 1.4oz'}",DC Grocery Cash & Carry,
9,85.0,"Matched brand 'Jack Link's', product 'Beef Jerky', flavor 'Sweet & Hot', and size '1.25 oz'. Alternate name closely aligned.",,,JACK LINKS BEEF JERKEY SWEET&H 10/1.25OZ,True,1708287731,"{'id': 9, 'name': None}",DC Grocery Cash & Carry,
9,85.0,"Matched brand 'Jack Link's', product 'Beef Jerky Teriyaki', and size '1.25 oz'. Alternate name closely related.",,,JACK LINKS BEEF JERKEY TERIYAK 10/1.25OZ,True,1708287750,"{'id': 9, 'name': None}",DC Grocery Cash & Carry,
5JMFD7Q4ZRSB6,95.0,"Matched brand 'Wrigley's', product 'Juicy Fruit', and size '.50P PD 5 STICK/40CT'. Alternate name closely related.",Wrigley's Juicy Fruit Single,juicy fruit 5s,WRIGLEY JUICY FRIUT .50P PD 5 STICK/40CT,True,2200029325,"{'id': '5JMFD7Q4ZRSB6', 'name': ""Wrigley's Juicy Fruit Single""}",DC Grocery Cash & Carry,
0,0.0,"No reasonable match found based on brand, product, size, or variant.",,,TRIDENT BUBBLE GUM 12/12CT,True,1254601143,,DC Grocery Cash & Carry,
,,,,,MR. GOODBAR 1.72OZ 36CT,False,3400024300,,DC Grocery Cash & Carry,No candidates found for receipt item: MR. GOODBAR 1.72OZ 36CT
NTMPC281WW9BR,85.0,"Matched brand 'Orbit', product 'Spearmint Gum', and quantity '12CT'. Alternate name partially aligned.",Wrigley ORBIT Spearmint Gum - 14 Pieces,Orbit spearmint 14p,ORBIT GUM SPEARMINT 12CT,True,2200011484,"{'id': 'NTMPC281WW9BR', 'name': 'Wrigley ORBIT Spearmint Gum - 14 Pieces'}",DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the provided receipt item description.,,,NESTLE CHUNKY 24CT,True,2800021503,,DC Grocery Cash & Carry,
E7KHB5M55T6VA,95.0,"Matched brand 'Hershey's', product 'Milk Chocolate With Whole Almonds', and size '41g'. Alternate name closely aligned.",Hershey's Milk Chocolate With Whole Almonds,Hersheys milk whl almond 41g,HERSHEYS ALMOND JOY BAR 36/1.76OZ,True,3400090320,"{'id': 'E7KHB5M55T6VA', 'name': ""Hershey's Milk Chocolate With Whole Almonds""}",DC Grocery Cash & Carry,
4,95.0,"Matched brand 'Slim Jim', product 'Snack Stick', flavor 'Original', and size '0.97 oz'. Alternate name closely aligned.",,,SLIM JIM GIANT ORIGINAL 24/.97OZ .,True,2620011705,"{'id': 4, 'name': None}",DC Grocery Cash & Carry,
9,85.0,"Matched brand 'Jack Link's', product 'Beef Jerky Original', and size '1.25 oz'. Alternate name partially aligned.",,,JACK LINKS BEEF JERKEY ORIGINAL10/1.25O,True,1708287746,"{'id': 9, 'name': None}",DC Grocery Cash & Carry,
,0.0,"No reasonable match found based on brand, product name, size, or variant.",,,WRIGLEY EXTRA PEPPERMINT 15STK/10CT,True,2200015952,,DC Grocery Cash & Carry,
EZ27TG00GWSTR,95.0,"Matched brand 'Dentyne Ice', product 'Peppermint Sugar Free Gum', and size '16 Ct Pack'. Alternate name closely aligned.",Dentyne Ice Peppermint Sugar Free Gum,Dentyne peppermint 16p,DENTYNE ICE PEPPERMINT 9/16CT,True,1254609728,"{'id': 'EZ27TG00GWSTR', 'name': 'Dentyne Ice Peppermint Sugar Free Gum'}",DC Grocery Cash & Carry,
1,85.0,"Matched brand 'Wrigley's', product 'Double Mint', and size '0.50 Pre'. Alternate name 'double mint 5s' aligned closely.",,,WRIGLEY DOUBLEMINT .50 PPD 5 STK 20/40CT,True,2200029322,"{'id': 1, 'name': None}",DC Grocery Cash & Carry,
HR6MDSS7ST4M6,95.0,"Matched brand 'Kit Kat', product 'King Size', and quantity '24CT'. Exact name match.",Kit Kat King,,KIT KAT BAR KING SIZE 24CT,True,3400022600,"{'id': 'HR6MDSS7ST4M6', 'name': 'Kit Kat King'}",DC Grocery Cash & Carry,
,0.0,"No reasonable match found based on brand, product name, size, or variant.",,,WRIGLEY EXTRA POLAR ICE 15 STICK 10CT,True,2200015953,,DC Grocery Cash & Carry,
,0.0,"No reasonable match found based on brand, product name, size, or variant.",,,WRIGLEY EXTRA SMOOTH MINT 15STK/10CT,True,2200012152,,DC Grocery Cash & Carry,
NTMPC281WW9BR,85.0,"Matched brand 'Wrigley', product 'Spearmint Gum', and size '14 Pieces'. Alt name 'Orbit spearmint 14p' aligned closely.",Wrigley ORBIT Spearmint Gum - 14 Pieces,Orbit spearmint 14p,WRIGLEY EXTRA SPEARMINT 15STK/10CT,True,2200015954,"{'id': 'NTMPC281WW9BR', 'name': 'Wrigley ORBIT Spearmint Gum - 14 Pieces'}",DC Grocery Cash & Carry,
1755,85.0,"Matched brand 'Snickers', product 'Full Size Chocolate Candy Bar', and size '1.86 oz'. Alternate name closely aligned.",,,SNICKERS 48CT,True,4000051426,"{'id': 1755, 'name': None}",DC Grocery Cash & Carry,
1755,85.0,"Matched brand 'Snickers', product 'Full Size Chocolate Candy Bar', and size '1.86 oz'. Alternate name closely aligned.",,,SNICKERS 48CT,True,4000052431,"{'id': 1755, 'name': None}",DC Grocery Cash & Carry,
D9WV0EAYRE3BM,95.0,"Matched brand 'Haribo', product 'Gold Bears Sour Gummi Candy', and size '4.5 oz'. Alternate name closely aligned.",Haribo Gold Bears Sour Gummi Candy 4.5 Oz Peg Bag,HARIBO gold sour4.5oz,HARIBO PEG BAG SOUR GOLD BEARS 12/4.5 OZ,True,4223831220,"{'id': 'D9WV0EAYRE3BM', 'name': 'Haribo Gold Bears Sour Gummi Candy 4.5 Oz Peg Bag'}",DC Grocery Cash & Carry,
AA36EGA9DHPXC,95.0,"Matched brand 'Altoids', product 'Peppermint', and size '1.76 oz'. Alternate name closely aligned.",Altoids peppermint 1.76oz,Altoids peppermint .37oz,ALTOIDS PEPPERMINT 12/1.76OZ,True,2200015892,"{'id': 'AA36EGA9DHPXC', 'name': 'Altoids peppermint 1.76oz'}",DC Grocery Cash & Carry,
XEXNCFF4NKWHP,95.0,"Matched brand 'Eclipse', product 'Peppermint Sugar Free Chewing Gum', and size '18 Piece'. Alternate name closely aligned.",Eclipse Peppermint Sugar Free Chewing Gum | Single Pack | 18 Piece,eclipse pepper 18s,ECLIPSE GUM 18 PC PEPPERMINT 8CT,True,2200011944,"{'id': 'XEXNCFF4NKWHP', 'name': 'Eclipse Peppermint Sugar Free Chewing Gum | Single Pack | 18 Piece'}",DC Grocery Cash & Carry,
A76TGFGQFH9GT,95.0,"Matched brand 'LifeSavers', product 'Mint', and size '.84 oz'. Close match with alternate name.",Lifesavers mint .84oz,lifesavers mint .84oz,LIFESAVERS ROLL MINTS PEPOMINT .84OZ 20C,True,1900008065,"{'id': 'A76TGFGQFH9GT', 'name': 'Lifesavers mint .84oz'}",DC Grocery Cash & Carry,
0190YVVMMHPYJ,85.0,"Matched product 'Fruit Gushers', size '42CT', and closely related to 'Fruit Gushers Tropical 4.25oz'.",Fruit Gushers Tropical 4.25oz,,FRUIT GUSHERS 42CT,True,1600014698,"{'id': '0190YVVMMHPYJ', 'name': 'Fruit Gushers Tropical 4.25oz'}",DC Grocery Cash & Carry,
CE9TYSAQG9WD4,85.0,"Matched brand 'Nature Valley', product 'Sweet & Salty Nut Dark Chocolate Peanut & Almond Chewy Granola Bars', and size '7.44 oz'.",Nature Valley Sweet & Salty Nut Dark Chocolate Peanut & Almond Chewy Granola Bars,N Valley dkchoc&almond 7.44oz,NATURE VALLEY OATS&DARK CHOC18/1.5OZ,True,1600031261,"{'id': 'CE9TYSAQG9WD4', 'name': 'Nature Valley Sweet & Salty Nut Dark Chocolate Peanut & Almond Chewy Granola Bars'}",DC Grocery Cash & Carry,
,,,,,BULLS BIGGEST SNACK STICK BOX/24CT,False,72796850030,,DC Grocery Cash & Carry,No candidates found for receipt item: BULLS BIGGEST SNACK STICK BOX/24CT
,0.0,No reasonable match found based on the provided receipt item description.,,,WRIGLEY FIVE GUM 15 STICK RAIN 10CT,True,6490020838,,DC Grocery Cash & Carry,
4,85.0,"Matched brand 'Nature Valley', product 'Trail Mix Fruit & Nut Chewy Granola Bar', and size '1.2 oz'. Alternate name aligned closely.",,,NATURE VALL TRAIL MIX FRUIT&NUT 16/1.2OZ,True,1600015120,"{'id': 4, 'name': None}",DC Grocery Cash & Carry,
SVHJR5EKRRWVG,95.0,"Matched brand 'David', product 'Original Sunflower Seed', and quantity '36 CT'. No alternate name provided.",David Orig. Sunflower Seed,,DAVID ORIG SUNFLWR SEED 36 CT,True,2620001215,"{'id': 'SVHJR5EKRRWVG', 'name': 'David Orig. Sunflower Seed'}",DC Grocery Cash & Carry,
DXRVNTP3AV3NE,85.0,"Matched brand 'Hi-Chew', product 'Fruit Mix', and size '3.53 oz'. Alternate name partially aligned.",Hi-Chew Plus Fruit Sunrise Mix Chewy Candy 80g,Hi chew plus fruit 80g,HI CHEW FRUIT MIX PEG BAG 6/3.53OZ,True,10857983004337,"{'id': 'DXRVNTP3AV3NE', 'name': 'Hi-Chew Plus Fruit Sunrise Mix Chewy Candy 80g'}",DC Grocery Cash & Carry,
7MEBN52YVAME6,95.0,"Matched brand 'Altoids', product 'Wintergreen', and size '.37 oz'. Alternate name closely aligned.",Altoids wintergren .37oz,Altoids wintergren .37oz,ALTOIDS MINTS SMALLS WINTERGREEN .37OZ 9,True,2200010905,"{'id': '7MEBN52YVAME6', 'name': 'Altoids wintergren .37oz'}",DC Grocery Cash & Carry,
TV1VP5BZWBHCA,85.0,"Matched brand 'Cheerios', product 'Oat Cereal', and size '1.3 oz'. Cup format aligned with receipt description.",Cheerios Oat Cereal | Gluten Free | Whole Grain | Toasted 1.3 Oz,cup cheerios 1.3oz,CHEERIOS CEREAL CUP 6 CT,True,1600013896,"{'id': 'TV1VP5BZWBHCA', 'name': 'Cheerios Oat Cereal | Gluten Free | Whole Grain | Toasted 1.3 Oz'}",DC Grocery Cash & Carry,
3,85.0,"Matched brand 'General Mills', product 'Cinnamon Toast Crunch Breakfast Cereal', and size '12 oz'. Alternate name closely related.",,,CINNAMON TOAST CRUNCH CEREAL CUP 6 CT,True,1600013897,"{'id': 3, 'name': None}",DC Grocery Cash & Carry,
,,,,,HONEY NUT CHEERIOS CEREAL CUP 6CT,False,1600013898,,DC Grocery Cash & Carry,No candidates found for receipt item: HONEY NUT CHEERIOS CEREAL CUP 6CT
9,85.0,"Matched brand 'Kellogg's', product 'Froot Loops', and quantity '6 CT'.",,,FROOT LOOPS CEREAL CUP 6 CT,True,3800001246,"{'id': 9, 'name': None}",DC Grocery Cash & Carry,
6,85.0,"Matched brand 'Kellogg's', product 'Frosted Flakes Original Cereal', and size '12 oz'. Alt name partially aligned.",,,FROSTED FLAKES CEREAL CUP 6 CT,True,3800001468,"{'id': 6, 'name': None}",DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the provided receipt item description.,,,STARKIST CHUNK LTHLVS WATR 48/5OZ,True,10080000006735,,DC Grocery Cash & Carry,
,,,,,BUMBLEBEE SOLID WHITE OIL 48/5OZ,False,866083,,DC Grocery Cash & Carry,No candidates found for receipt item: BUMBLEBEE SOLID WHITE OIL 48/5OZ
,,,,,BUMBLEBEE SOLID WHITE WATER 48/5OZ,False,866053,,DC Grocery Cash & Carry,No candidates found for receipt item: BUMBLEBEE SOLID WHITE WATER 48/5OZ
TPTSAKFKWDNV4,95.0,"Matched brand 'Crown Prince', product 'Flat Anchovies in Pure Olive Oil', and size '2 oz'. Alternate name closely aligned.",Crown Prince Flat Anchovies | In Pure Olive Oil 2 Oz,C Prince Anchovies 2oz,CROWN PRINCE FLT FILT ANCHVOLV 12/2OZ,True,73230010316,"{'id': 'TPTSAKFKWDNV4', 'name': 'Crown Prince Flat Anchovies | In Pure Olive Oil 2 Oz'}",DC Grocery Cash & Carry,
,,,,,DURFLAME FIRELOG 4HRS XTIME 6/6LB,False,4113700007,,DC Grocery Cash & Carry,No candidates found for receipt item: DURFLAME FIRELOG 4HRS XTIME 6/6LB
5CDWFDQMXCWSM,95.0,"Matched brand 'Pringles', product 'Sour Cream & Onion', and size '5.5 oz'. Alternate name closely aligned.",Pringles Potato Crisps Chips Sour Cream & Onion Flavored,Pringle sour &onion 5.5oz,PRINGLES REGULAR SC&ONION 14/5.96 OZ,True,3800084500,"{'id': '5CDWFDQMXCWSM', 'name': 'Pringles Potato Crisps Chips Sour Cream & Onion Flavored'}",DC Grocery Cash & Carry,
407,85.0,"Matched brand 'Black & Mild', product 'Jazz', and size '1T'. Alternate name closely related.",,,BLACK & MILD CIGAR UPR 25,True,7013700518,"{'id': 407, 'name': None}",DC Grocery Cash & Carry,
407,85.0,"Matched brand 'Black & Mild', product 'Jazz', and size '1T'. Alternate name closely aligned.",,,BLACK & M 1.39 JAZZ PT UPR 25,True,7013751529,"{'id': 407, 'name': None}",DC Grocery Cash & Carry,
,0.0,No matching inventory item found for 'SKOAL LONG CUT STRAIGHT 5CT'.,,,SKOAL LONG CUT STRAIGHT 5CT,True,7310001099,,DC Grocery Cash & Carry,
QV9Y3TBJC0JBP,95.0,"Matched brand 'Grizzly', product 'Long Cut Straight', and size '5CT'. Both name and alternate name closely aligned.",Grizzly straight long,Grizzly straight long,GRIZZLY LONG CUT STRAIGHT 5CT,True,428871,"{'id': 'QV9Y3TBJC0JBP', 'name': 'Grizzly straight long'}",DC Grocery Cash & Carry,
R6CXGQ4MHJDGY,95.0,"Matched brand 'Djarum', product 'Black Cigars', and size '12pk'. Alternate name closely related.",Djarum Black Cigars 12pk,Black cigar 12T,DJARUM CLOVE BLACK 12PK,True,75166704694,"{'id': 'R6CXGQ4MHJDGY', 'name': 'Djarum Black Cigars 12pk'}",DC Grocery Cash & Carry,
407,85.0,"Matched brand 'Black & Mild', product 'Jazz', and size '1T'. Alternate name closely aligned.",,,BLACK & M 1.39 ORIGINAL UPR 25,True,7013783435,"{'id': 407, 'name': None}",DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the available inventory items.,,,BAMBU CLASSIC PAPER 50/32 SHEET,True,7601300006,,DC Grocery Cash & Carry,
407,85.0,"Matched brand 'Black & Mild', product 'Jazz', and size '1T'. Alternate name closely aligned.",,,BLACK & M 1.19 JAZZ UPR 25,True,7013751489,"{'id': 407, 'name': None}",DC Grocery Cash & Carry,
,0.0,No reasonable match found based on available inventory items.,,,TOP CIGARETTE PAPER 24CT,True,7717051001,,DC Grocery Cash & Carry,
,0.0,No reasonable match found based on the available inventory items.,,,COPENHAGEN ORIGINAL LONG CUT 5 CT,True,7310001461,,DC Grocery Cash & Carry,
407,85.0,"Matched brand 'Black & Mild', product 'Jazz Plastic Tip', and size '1T'. Alternate name closely related.",,,BLACK & MILD JAZZ PT UPR 25,True,7013751121,"{'id': 407, 'name': None}",DC Grocery Cash & Carry,
G2TV64593XF2W,95.0,"Matched brand 'Zyn', product 'Chill 3mg', and quantity '5 roll'.",Zyn Chill 3mg,,ZYN 3MGS CHILL 5 ROLL,True,60924992041,"{'id': 'G2TV64593XF2W', 'name': 'Zyn Chill 3mg'}",DC Grocery Cash & Carry,
